ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
c20ed64a-b9b3-4bce-b54a-bed9ceb5803f.Kinect,9/11/2018,0.53,1.08,0.49,0.82,0.0,0.75,0.98,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.54,0.96,0.83,0.47,0.73,0.65,0.32,0.55,0.79,0.16,0.43,0.64,0.1,0.57,0.65,0.54,0.93,0.41,0.57,0.47,0.89,0.69,0.77,0.88,0.54,0.53,0.64,0.24,0.46,0.28,0.73,0.45,0.67,0.66,0.64,0.54,0.65,0.58,0.62,0.18,0.17,0.47
f31c4680-1440-49c3-ac95-3c9f6e984855.Kinect,7/18/2018,0.64,0.16,0.11,0.02,0.17,1.1,0.0,0.14,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.67,0.46,0.81,0.46,0.38,0.27,0.79,0.35,0.57,0.47,0.25,0.64,0.47,0.29,0.29,0.36,0.43,0.23,0.29,0.84,0.65,0.41,0.32,0.46,0.42,0.34,0.74,0.5,0.46,0.51,0.53,0.66,0.7,0.86,0.76,0.56,0.65,0.59,0.76,1.0,1.0,0.4
e905188f-9f67-45cf-a1a3-42e68c461b33.Kinect,9/11/2018,0.85,0.0,1.34,1.15,0.01,0.0,0.0,0.0,0.01,0.09,0.0,0.01,0.0,0.0,0.0,0.87,0.28,0.09,0.46,0.37,0.34,0.14,0.21,0.64,0.17,0.76,0.64,0.1,0.79,0.34,0.21,0.28,0.76,0.77,0.47,0.53,0.34,0.25,0.61,0.79,0.84,0.63,0.76,0.47,0.3,0.38,0.44,0.67,0.66,0.93,0.83,0.79,0.58,0.39,0.7,0.75,0.13
206a4785-374b-45c5-b039-cd28e466db72.Kinect,6/27/2018,0.01,1.47,1.5,1.5,1.21,1.49,1.5,1.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.01,0.85,0.85,0.62,0.94,0.98,0.95,0.97,1.0,0.76,0.7,0.89,0.57,0.71,0.99,0.98,0.85,0.71,0.7,0.92,0.89,0.95,0.94,0.99,0.55,0.35,0.92,0.67,0.53,0.67,0.8,0.8,0.94,0.77,0.64,0.77,0.65,0.58,0.75,0.8,0.83,0.97
ed12f013-a5e6-4ce0-aa4d-c69ad37c35c2.Kinect,7/19/2018,0.38,1.23,1.21,0.91,1.27,1.22,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.52,0.09,0.66,0.64,0.57,0.43,0.4,0.7,0.89,0.9,0.84,0.68,0.77,0.56,0.39,0.53,0.89,0.77,0.81,0.95,0.34,0.25,0.29,1.0,0.77,0.55,0.81,0.67,0.96,1.0,0.44,0.67,0.67,0.64,0.55,0.66,0.99,0.32,0.97,0.94,0.78
b64542c3-fce1-4cf8-8e72-c71e07de4b3e.Kinect,9/9/2018,0.72,0.0,0.5,1.02,0.0,1.07,0.0,0.4,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.73,0.28,0.11,0.35,0.2,0.67,0.45,0.53,0.53,0.16,0.85,0.64,0.28,0.86,0.66,0.53,0.28,0.84,0.85,0.69,0.17,0.34,0.25,0.29,0.57,0.61,0.61,0.76,0.91,0.85,0.68,0.44,0.68,0.67,0.68,0.55,0.67,0.58,0.67,0.15,0.15,0.32
76bc2c82-1625-4e1c-ab89-334e3b5d9f92.Kinect,5/31/2018,0.36,1.49,1.06,1.5,0.45,0.44,0.01,1.26,0.0,0.01,0.19,0.0,0.0,0.01,0.0,0.37,0.33,0.63,0.99,0.59,0.6,0.21,0.79,0.85,0.18,0.23,0.8,0.1,0.32,0.6,0.79,0.35,0.21,0.29,0.49,0.98,0.5,0.66,0.27,0.31,0.29,0.55,0.66,0.97,0.7,0.94,0.44,0.67,0.67,0.64,0.7,0.87,0.58,0.74,0.98,0.99,0.81
073ca81b-f6fd-4e82-9801-db5736257fee.Kinect,10/24/2018,0.57,0.34,1.41,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.01,0.57,0.28,0.09,0.93,0.2,0.5,0.15,0.68,0.51,0.68,0.41,0.64,0.25,0.78,0.51,0.67,0.28,0.42,0.77,0.47,0.75,0.39,0.52,0.28,0.47,0.58,0.63,0.34,0.72,0.78,0.38,0.44,0.67,0.66,0.64,0.82,0.72,0.73,0.7,0.49,0.45,0.35
539dd780-4b2e-4072-bb40-e414df47e956.Kinect,10/12/2018,0.63,0.08,1.5,1.5,0.01,0.0,0.01,0.0,0.0,0.02,0.0,1.05,0.0,0.01,0.0,0.63,0.8,0.39,0.67,0.71,0.16,0.35,0.73,0.66,0.44,0.21,0.81,0.32,0.18,0.19,0.73,0.8,0.21,0.18,0.75,0.56,0.97,0.92,0.61,0.71,0.33,0.66,0.26,0.68,0.57,0.39,0.99,0.67,0.71,0.76,0.54,0.65,0.9,0.83,0.48,0.28,0.6
a34f1699-cc2b-416f-88da-7d9b0686f293.Kinect,6/1/2018,0.86,0.0,0.38,0.08,0.22,1.01,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.01,0.85,0.28,0.42,0.53,0.35,0.36,0.25,0.22,0.51,0.25,0.42,0.63,0.6,0.36,0.35,0.22,0.28,0.42,0.38,0.73,0.28,0.34,0.25,0.56,0.56,0.5,0.93,0.96,0.46,0.85,0.53,0.46,0.74,0.79,0.94,0.89,0.96,0.81,0.53,0.65,0.62,0.28
2da04a9f-82b2-40e4-9586-979ca7f3bd01.Kinect,5/31/2018,0.85,0.05,0.09,0.13,0.01,0.41,0.0,0.21,0.0,0.0,0.25,0.01,0.0,0.0,0.02,0.85,0.5,0.09,0.42,0.2,0.29,0.19,0.4,0.54,0.7,0.21,0.63,0.1,0.2,0.26,0.4,0.53,0.22,0.18,0.48,0.62,0.35,0.26,0.28,0.4,0.33,0.54,0.33,0.53,0.52,0.73,0.45,0.68,0.66,0.64,0.55,0.65,0.58,0.38,0.15,0.15,0.02
cce2f79a-098b-442c-ac1f-9efe1396cd96.Kinect,8/20/2018,0.7,1.02,1.46,1.41,0.27,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.7,0.29,0.27,0.86,0.85,0.83,0.63,0.75,0.53,0.16,0.23,0.63,0.1,0.21,0.83,0.75,0.28,0.24,0.19,0.47,0.85,0.51,0.44,0.36,0.31,0.31,0.54,0.37,0.74,0.29,0.64,0.44,0.76,0.67,0.64,0.55,0.65,0.58,0.31,0.87,0.84,0.64
22b84851-5fef-497b-abda-5c9772a3506c.Kinect,8/23/2018,0.55,1.28,1.37,1.43,0.04,0.11,0.01,0.0,0.0,0.01,0.78,0.0,0.01,0.0,0.0,0.55,0.51,0.1,0.44,0.24,0.67,0.14,0.76,0.52,0.24,0.21,0.64,0.11,0.18,0.68,0.75,0.51,0.22,0.18,0.51,0.97,0.35,0.27,0.26,0.3,0.44,0.55,0.09,0.76,0.67,0.73,0.45,0.67,0.66,0.65,0.56,0.65,0.85,0.31,0.83,0.81,0.44
4d7b3354-44b5-4845-b9f4-5ca8c886164d.Kinect,10/24/2018,0.14,0.0,1.44,1.5,0.01,0.0,0.0,0.03,0.0,0.0,0.04,1.5,0.0,1.03,0.11,0.15,0.6,0.41,0.78,0.21,0.51,0.16,0.61,0.5,0.72,0.99,0.85,0.25,0.88,0.54,0.61,0.61,0.96,0.89,0.5,0.18,0.35,0.34,0.89,0.99,0.86,0.7,0.51,0.97,0.3,0.39,0.65,0.67,0.67,0.66,0.56,0.79,0.86,0.96,0.26,0.45,0.55
4b86f525-58d4-4b15-a34b-558b440e629e.Kinect,9/4/2018,0.57,0.0,1.18,1.3,0.0,0.01,0.0,1.12,0.02,0.0,0.33,0.28,0.0,0.0,0.01,0.59,0.42,0.24,0.69,0.27,0.29,0.15,0.36,0.77,0.75,0.74,0.63,0.95,0.78,0.28,0.39,0.44,0.75,0.76,0.47,0.37,0.35,0.26,0.53,0.69,0.69,0.64,0.59,0.46,0.28,0.89,0.44,0.67,0.67,0.65,0.56,0.72,0.84,0.31,0.21,0.31,0.26
9052fddd-09a0-4098-a33a-4a7de6ec47a7.Kinect,8/27/2018,0.41,0.25,0.71,1.04,1.45,0.83,0.0,1.22,0.0,0.0,0.38,0.0,0.0,0.02,0.01,0.4,0.83,0.58,0.36,0.87,0.17,0.46,0.19,0.9,0.5,0.36,0.64,0.71,0.32,0.16,0.19,0.82,0.38,0.33,0.47,0.73,0.47,0.58,0.28,0.3,0.33,0.54,0.47,0.46,0.28,0.83,0.44,0.67,0.69,0.74,0.55,0.66,0.58,0.46,0.15,0.15,0.24
29a29fe5-ac05-41cb-a224-3cec114de779.Kinect,7/26/2018,0.88,0.01,0.07,0.52,0.16,0.7,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.89,0.28,0.58,0.35,0.2,0.57,0.6,0.34,0.53,0.32,0.84,0.63,0.2,0.74,0.56,0.32,0.28,0.83,0.76,0.47,0.4,0.45,0.25,0.3,0.54,0.37,0.54,0.32,0.65,0.28,0.5,0.44,0.67,0.66,0.64,0.55,0.65,0.6,0.71,0.15,0.15,0.1
a2ac223a-94f9-4a30-9351-d170e3a4a732.Kinect,6/19/2018,0.38,0.05,1.0,0.96,0.03,0.28,1.17,0.01,0.0,0.59,1.29,0.01,0.02,0.0,0.0,0.39,0.89,0.89,0.35,0.36,0.24,0.49,0.19,0.73,0.88,0.64,0.63,0.98,0.71,0.24,0.2,0.9,0.64,0.72,0.71,0.46,0.82,0.85,0.95,0.33,0.3,0.88,0.94,0.74,0.59,0.38,0.54,0.67,0.73,0.64,0.55,0.65,0.58,0.74,0.83,0.86,0.48
6f2c644c-e6ca-4c17-be88-be768afe5cba.Kinect,5/10/2018,0.67,1.12,1.5,1.5,0.13,0.02,0.0,0.0,0.0,0.0,0.31,0.02,0.01,0.01,0.0,0.67,0.28,0.74,0.92,0.79,0.82,0.38,0.87,0.58,0.69,0.44,0.63,0.75,0.35,0.81,0.87,0.29,0.42,0.36,0.47,0.91,0.71,0.73,0.5,0.5,0.36,0.54,0.68,0.46,0.95,0.38,0.49,0.68,0.66,0.64,0.55,0.65,0.59,0.31,0.15,0.15,0.72
9e1abe10-4368-41aa-973a-9da343c7283c.Kinect,9/26/2018,0.87,0.0,0.0,0.01,0.43,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.9,0.28,0.76,0.35,0.22,0.24,0.29,0.24,0.54,0.96,0.53,0.79,0.76,0.18,0.24,0.24,0.29,0.56,0.19,0.83,0.17,0.34,0.25,0.42,0.84,0.7,0.95,0.8,0.52,0.43,0.38,0.44,0.68,0.69,0.64,0.54,0.65,0.58,0.31,0.18,0.2,0.09
8c6c8227-7e3d-4221-8696-8987db6bc85d.Kinect,9/26/2018,0.6,0.0,1.49,1.45,0.3,0.21,0.0,0.01,0.0,0.0,0.0,1.1,0.05,0.01,0.0,0.6,0.71,0.73,0.37,0.33,0.57,0.14,0.51,0.53,0.88,0.58,0.64,0.71,0.26,0.55,0.49,0.74,0.59,0.26,0.48,0.3,0.79,0.76,0.29,0.57,0.77,0.97,0.62,0.98,0.47,0.53,0.45,0.67,0.67,0.7,0.7,0.66,0.59,0.36,0.62,0.61,0.36
bad8ee8d-54a3-4365-b631-a0cbef8abcaf.Kinect,9/4/2018,0.84,0.0,1.15,1.01,0.0,0.13,0.01,0.0,0.02,0.0,0.0,0.02,0.01,0.01,0.0,0.87,0.78,0.41,0.86,0.19,0.57,0.44,0.39,0.65,0.96,0.71,0.98,0.72,0.73,0.59,0.43,0.77,0.71,0.73,0.68,0.16,0.34,0.25,0.3,0.29,0.33,0.98,0.62,0.46,0.28,0.68,0.44,0.68,0.66,0.65,0.55,0.67,0.58,0.31,0.15,0.15,0.31
d52c0a3e-e4b7-4620-8f8b-0f0a3b3f7cc8.Kinect,7/29/2018,0.81,0.0,0.34,0.94,1.01,0.94,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.8,0.87,0.43,0.35,0.19,0.37,0.59,0.32,0.52,0.74,0.9,0.64,0.22,0.85,0.33,0.34,0.87,0.89,0.86,0.5,0.45,0.34,0.27,0.69,0.35,0.38,0.55,0.39,0.86,0.82,0.39,0.52,0.67,0.66,0.64,0.56,0.65,0.58,0.67,0.15,0.15,0.1
cf6ff1fe-80eb-400b-a594-e4cd2b575bf7.Kinect,10/3/2018,0.72,0.0,0.0,0.01,0.0,0.07,0.01,0.35,0.0,0.0,0.0,1.03,0.01,0.01,0.01,0.72,0.35,0.92,0.35,0.27,0.18,0.21,0.2,0.51,0.38,0.34,0.62,0.57,0.34,0.16,0.19,0.37,0.34,0.32,0.47,0.16,0.34,0.27,0.29,0.31,0.31,0.55,0.37,0.99,0.62,0.6,0.44,0.67,0.66,0.66,0.56,0.65,0.6,0.56,0.17,0.18,0.07
6001df97-5563-4d75-9075-68446fd09724.Kinect,7/20/2018,0.69,1.0,1.11,1.28,0.67,0.42,0.01,0.0,0.0,0.0,0.08,0.01,0.03,0.01,0.01,0.7,0.28,0.22,0.85,0.7,0.74,0.14,0.74,0.51,0.16,0.21,0.63,0.1,0.18,0.75,0.73,0.28,0.21,0.18,0.48,0.84,0.34,0.26,0.28,0.29,0.32,0.55,0.14,0.46,0.32,0.38,0.46,0.68,0.66,0.64,0.56,0.65,0.59,0.46,0.77,0.73,0.44
4ebb12ff-0a1d-4410-bb54-0bf307a886b3.Kinect,8/23/2018,0.65,0.02,0.18,1.01,0.01,0.15,0.93,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.65,0.28,0.78,0.75,0.19,0.56,0.36,0.76,0.74,0.87,0.4,0.64,0.28,0.36,0.58,0.75,0.3,0.38,0.35,0.5,0.38,0.46,0.54,0.9,0.49,0.5,0.94,0.34,0.46,0.4,0.38,0.58,0.68,0.66,0.66,0.54,0.65,0.58,0.58,0.77,0.48,0.28
6001df97-5563-4d75-9075-68446fd09724.Kinect,7/20/2018,0.66,0.99,1.11,1.26,0.64,0.41,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.68,0.28,0.22,0.83,0.71,0.76,0.14,0.75,0.53,0.16,0.21,0.63,0.1,0.19,0.76,0.75,0.29,0.21,0.18,0.48,0.87,0.34,0.25,0.27,0.31,0.32,0.54,0.13,0.46,0.3,0.4,0.44,0.67,0.67,0.65,0.56,0.65,0.58,0.48,0.8,0.75,0.44
f1bef455-7013-4f36-a7e5-e0ba28f669ed.Kinect,10/8/2018,0.4,0.01,1.08,0.13,0.0,0.41,0.01,0.0,0.0,0.0,0.0,0.01,1.49,0.0,0.34,0.4,0.28,0.14,0.35,0.3,0.91,0.67,0.91,0.51,0.57,0.92,0.62,0.87,0.93,0.92,0.89,0.29,0.9,0.95,0.56,0.47,0.34,0.51,0.4,0.96,0.91,0.57,0.84,0.47,0.77,0.38,0.8,0.67,0.93,0.65,0.61,0.65,0.75,0.93,0.62,0.73,0.87
ac3e0961-8ea8-40eb-a42c-97dee6f824b8.Kinect,8/13/2018,0.35,0.0,0.52,0.88,0.01,0.56,1.03,1.5,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.36,0.7,0.73,0.75,0.46,0.16,0.49,0.2,0.97,0.16,0.25,0.63,0.55,0.49,0.16,0.19,0.71,0.27,0.47,0.94,0.18,0.59,0.64,0.87,0.3,0.34,0.53,0.09,0.46,0.67,0.99,0.66,0.67,0.66,0.65,0.56,0.65,0.58,0.69,0.75,0.45,0.39
4bac99bf-30e8-48fd-ae27-f22a269246f7.Kinect,9/6/2018,0.42,0.01,1.08,0.12,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.02,1.49,0.0,0.35,0.43,0.28,0.18,0.35,0.2,0.94,0.71,0.91,0.54,0.46,0.92,0.63,0.91,0.92,0.95,0.9,0.28,0.9,0.9,0.64,0.52,0.34,0.43,0.35,0.91,0.93,0.53,0.7,0.46,0.81,0.38,0.69,0.69,0.88,0.68,0.77,0.67,0.6,0.92,0.56,0.65,0.82
3a165631-6c2f-43f8-adc4-a35c3ddb46e0.Kinect,9/7/2018,0.82,0.01,0.71,0.7,0.03,0.99,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.84,0.37,0.5,0.35,0.19,0.45,0.42,0.34,0.52,0.16,0.76,0.64,0.1,0.81,0.43,0.34,0.38,0.77,0.82,0.52,0.17,0.34,0.25,0.29,0.57,0.56,0.53,0.74,0.57,0.9,0.63,0.44,0.67,0.66,0.91,0.83,0.66,0.8,0.53,0.15,0.15,0.15
6d613abb-9b62-4c9e-bd39-60c208491efd.Kinect,9/19/2018,0.85,0.0,0.16,0.0,0.1,1.07,0.0,0.02,0.0,0.0,0.02,0.01,0.0,0.01,0.01,0.89,0.28,0.3,0.35,0.48,0.2,0.6,0.21,0.6,0.49,0.65,0.77,0.11,0.79,0.19,0.19,0.3,0.64,0.79,0.75,0.34,0.34,0.65,0.77,0.38,0.31,0.63,0.12,0.85,0.77,0.4,0.59,0.67,0.91,0.65,0.55,0.65,0.97,0.44,0.15,0.16,0.19
4fc88085-25a3-428e-9f68-3a80c472a1f5.Kinect,7/27/2018,0.55,0.0,0.78,0.03,0.79,0.59,0.0,1.5,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.54,0.28,0.23,0.38,0.56,0.6,0.46,0.58,0.84,0.95,0.32,0.76,0.59,0.48,0.59,0.56,0.28,0.32,0.49,0.8,0.47,0.79,0.55,0.58,0.94,0.52,0.85,0.47,0.92,0.48,1.0,0.45,0.67,0.81,0.64,0.66,0.65,0.83,0.84,0.5,0.53,0.62
b5ec9332-ffbb-4f45-a009-3853765b514b.Kinect,8/13/2018,0.49,0.05,0.01,0.02,0.12,1.25,1.08,0.8,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.48,0.34,0.77,0.58,0.58,0.25,0.53,0.23,0.92,0.68,0.26,0.81,0.23,0.33,0.26,0.19,0.34,0.27,0.31,0.95,0.53,0.56,0.52,0.94,0.46,0.29,0.54,0.43,0.46,0.3,0.53,0.62,0.69,0.66,0.64,0.68,0.67,0.7,0.31,0.18,0.37,0.09
94716b3b-d316-4b41-9c19-18ed550fbce4.Kinect,8/25/2018,0.42,0.0,1.08,0.13,0.01,0.41,0.0,0.0,0.0,0.02,0.01,0.01,1.5,0.01,0.34,0.41,0.29,0.09,0.35,0.4,0.95,0.67,0.9,0.52,0.48,0.96,0.64,0.85,0.96,0.94,0.92,0.28,0.93,0.95,0.56,0.49,0.34,0.49,0.51,0.95,0.9,0.53,0.85,0.46,0.74,0.38,0.78,0.69,0.94,0.64,0.6,0.65,0.76,0.93,0.78,0.76,0.9
bff30b7f-0d95-4530-b23d-f30f21d4b27a.Kinect,6/26/2018,0.46,0.0,1.49,1.38,1.07,0.01,0.11,0.0,0.0,0.03,1.34,0.01,0.0,0.03,0.01,0.45,0.55,0.45,0.51,0.87,0.62,0.3,0.21,0.89,0.82,0.79,0.68,0.71,0.76,0.62,0.21,0.53,0.8,0.77,0.96,0.23,0.92,0.9,0.72,0.47,0.48,0.79,0.92,0.46,0.29,0.5,0.44,0.69,0.66,0.65,0.56,0.65,0.69,0.31,0.98,0.98,0.61
578531df-0655-498a-8a82-388b25c51732.Kinect,8/5/2018,0.79,0.04,0.45,0.31,0.0,1.09,0.31,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.02,0.79,0.49,0.73,0.38,0.65,0.4,0.8,0.24,0.61,0.16,0.21,0.7,0.11,0.18,0.38,0.24,0.48,0.21,0.18,0.88,0.61,0.77,0.59,0.78,0.44,0.41,0.84,0.18,0.85,0.29,0.38,0.6,0.67,0.74,0.92,0.56,0.66,0.58,0.84,0.46,0.34,0.27
