ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
86ceb548-234e-48ec-b3f5-15d80d5ce777.Kinect,9/7/2018,0.07,0.0,1.0,0.0,0.04,0.0,0.02,0.01,0.0,0.0,0.0,1.37,1.5,0.19,1.3,0.06,0.28,0.33,0.36,0.19,0.56,0.31,0.59,0.52,0.86,0.82,0.72,0.77,0.88,0.55,0.6,0.29,0.83,0.9,0.47,0.41,0.54,0.68,0.67,0.86,1.0,0.55,0.45,0.53,0.92,0.39,0.57,0.68,0.68,0.68,0.9,0.65,0.91,0.31,0.32,0.35,0.48
1d06670d-4c6f-4801-9cbc-d3cdd42edbf9.Kinect,7/12/2018,0.64,1.09,1.5,1.5,0.0,0.42,0.0,0.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.58,0.68,0.71,0.44,0.68,0.87,0.45,0.55,0.76,0.87,0.62,0.66,0.82,0.67,0.43,0.59,0.85,0.84,0.59,0.86,0.96,0.98,0.29,0.84,0.78,0.67,0.59,0.46,0.97,0.6,0.52,0.98,0.67,0.66,0.56,0.65,0.94,0.9,0.3,0.31,0.81
77485683-6838-4eb5-b1ee-0f4f7cb365fc.Kinect,9/11/2018,0.87,0.0,1.26,1.29,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.86,0.29,0.65,0.35,0.68,0.41,0.8,0.26,0.52,0.27,0.34,0.64,0.68,0.32,0.42,0.26,0.29,0.35,0.3,0.47,0.37,0.9,0.84,0.49,0.51,0.63,0.72,0.76,0.46,0.59,0.38,0.87,0.94,0.66,0.64,0.54,0.65,0.58,0.31,0.72,0.76,0.32
c510b175-2a32-4bd5-88cb-243b38970764.Kinect,7/26/2018,0.77,0.0,1.5,1.49,0.0,0.7,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.33,0.1,0.49,0.25,0.2,0.45,0.26,0.84,0.75,0.58,0.85,0.37,0.52,0.2,0.28,0.31,0.56,0.54,0.91,0.53,0.4,0.29,0.57,0.31,0.32,0.6,0.15,0.83,0.83,0.38,0.82,0.69,0.71,0.75,0.64,0.74,0.67,0.52,0.98,0.99,0.19
020f9814-9ef5-4a48-a6a6-25de340fc8f5.Kinect,10/16/2018,0.8,0.6,1.39,1.29,0.02,0.08,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.0,0.8,0.28,0.46,0.77,0.78,0.69,0.32,0.72,0.53,0.27,0.21,0.62,0.3,0.19,0.72,0.71,0.28,0.21,0.19,0.48,0.78,0.67,0.56,0.29,0.32,0.32,0.53,0.09,0.65,0.3,0.4,0.54,0.69,0.66,0.64,0.55,0.79,0.81,0.37,0.74,0.78,0.39
1d0b9df3-89e7-43bc-bebc-2c79785211d5.Kinect,10/26/2018,0.85,0.04,1.5,1.5,0.0,0.0,0.0,0.01,0.0,0.01,0.04,0.0,0.0,0.01,0.0,0.84,0.51,0.24,0.97,0.22,0.66,0.15,0.75,0.52,0.68,0.47,0.65,0.27,0.62,0.65,0.77,0.53,0.46,0.63,0.6,0.64,0.35,0.38,0.86,0.49,0.58,0.61,0.72,0.69,0.28,0.38,0.44,0.68,0.79,0.68,0.78,0.86,0.71,0.9,0.17,0.15,0.56
366dd083-c180-4d07-ae28-a184aa4c0a9b.Kinect,8/23/2018,0.79,0.49,1.5,1.49,0.0,0.1,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.01,0.0,0.79,0.28,0.1,0.86,0.58,0.84,0.35,0.96,0.52,0.34,0.21,0.63,0.1,0.18,0.84,0.97,0.28,0.21,0.18,0.48,0.81,0.54,0.38,0.29,0.42,0.32,0.54,0.8,0.91,0.47,0.38,0.44,0.67,0.69,0.65,0.56,0.68,0.58,0.41,0.6,0.64,0.68
9f3e8516-2401-4a76-ba22-fa6d71707758.Kinect,8/15/2018,0.01,0.02,1.01,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,1.49,1.41,1.45,0.01,0.49,0.37,0.35,0.41,0.76,0.35,0.52,0.51,0.82,0.71,0.64,0.73,0.82,0.77,0.52,0.49,0.71,0.82,0.47,0.16,0.34,0.56,0.39,0.68,0.89,0.81,0.93,0.94,0.72,0.68,0.46,0.67,0.91,0.76,0.55,0.83,1.0,0.4,0.59,0.46,0.69
1f485990-ef53-48d0-9919-7bd219f9fd3b.Kinect,8/22/2018,0.42,0.0,1.08,0.13,0.0,0.42,0.0,0.01,0.02,0.0,0.0,0.01,1.5,0.0,0.32,0.41,0.28,0.19,0.37,0.28,0.91,0.68,0.95,0.51,0.38,0.96,0.63,0.91,0.96,0.92,0.98,0.29,0.96,0.99,0.56,0.53,0.34,0.43,0.43,0.92,0.92,0.54,0.71,0.47,0.82,0.38,0.71,0.67,0.92,0.69,0.74,0.65,0.59,0.92,0.58,0.66,0.85
5baeea5f-83ba-40a9-a673-4d7b9fbd8967.Kinect,9/26/2018,0.85,0.0,1.49,1.48,0.01,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.02,0.0,0.0,0.85,0.83,0.67,0.36,0.69,0.74,0.58,0.75,0.52,0.84,0.32,0.62,0.21,0.29,0.71,0.76,0.84,0.31,0.27,0.47,0.27,0.97,0.92,0.28,0.29,0.31,0.96,0.3,0.93,0.53,0.55,0.91,0.67,0.66,0.65,0.55,0.66,0.59,0.73,0.63,0.62,0.63
1e54976a-7da9-45f1-9c3e-218db02bb2f9.Kinect,10/3/2018,0.96,0.0,0.06,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.98,0.81,0.25,0.35,0.2,0.16,0.15,0.19,0.52,0.16,0.21,0.64,0.11,0.18,0.18,0.19,0.81,0.21,0.18,0.47,0.16,0.34,0.25,0.3,0.31,0.31,0.52,0.09,0.46,0.28,0.38,0.45,0.67,0.68,0.66,0.54,0.66,0.58,0.31,0.15,0.16,0.01
0e4c9235-ef26-47fd-883d-ccc277836c29.Kinect,10/19/2018,0.76,0.1,1.41,1.5,0.02,0.0,0.0,0.0,0.0,0.33,0.15,0.0,0.0,0.0,0.0,0.75,0.65,0.6,0.52,0.58,0.16,0.18,0.19,0.52,0.52,0.68,0.9,0.94,0.38,0.16,0.19,0.63,0.72,0.39,0.47,0.57,0.76,0.79,0.31,0.3,0.31,0.6,0.69,0.46,0.38,0.38,0.87,0.67,0.76,0.64,0.66,0.65,0.59,0.98,0.72,0.76,0.37
aebd9208-dd69-4d77-84ed-32c9a1505d19.Kinect,7/9/2018,0.71,0.0,0.15,0.0,1.15,1.03,0.58,0.0,0.17,0.0,0.01,0.0,0.01,0.0,0.0,0.71,0.97,0.96,0.35,0.37,0.26,0.84,0.23,0.82,0.93,0.72,0.98,0.98,0.66,0.26,0.25,0.98,0.72,0.66,0.69,0.17,0.6,0.32,0.82,0.6,0.31,0.54,0.99,0.46,0.8,0.9,0.74,0.88,0.87,0.64,0.57,0.88,0.8,0.5,0.39,0.34,0.77
8999c870-512f-4f41-b10c-31d0d510ddcf.Kinect,8/23/2018,0.55,0.43,1.5,1.49,1.43,0.68,0.0,0.0,0.13,0.0,0.46,0.41,0.0,0.0,0.0,0.55,0.85,0.63,0.68,0.51,0.8,0.48,0.85,0.77,0.51,0.35,0.72,0.49,0.26,0.8,0.88,0.85,0.35,0.27,0.95,0.72,0.94,0.89,0.54,0.31,0.31,0.55,0.21,0.74,0.28,0.61,0.74,0.67,0.66,0.77,0.56,0.78,0.58,1.0,0.74,0.81,0.8
755ef8e4-d5bb-43df-80a7-228ec353fec7.Kinect,8/1/2018,0.87,0.0,0.3,0.19,0.05,0.98,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.88,0.72,0.8,0.35,0.19,0.38,0.69,0.43,0.52,0.73,0.88,0.64,0.45,0.8,0.36,0.43,0.71,0.88,0.79,0.96,0.34,0.48,0.37,0.73,0.55,0.46,0.54,0.14,0.82,0.79,0.63,0.52,0.67,0.66,0.66,0.57,0.65,0.58,0.47,0.34,0.15,0.16
6cd80125-2ab1-488d-aab4-20f2423174cd.Kinect,7/11/2018,0.66,0.57,1.5,1.5,0.98,1.17,0.04,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.66,0.58,0.65,0.6,0.94,0.89,0.96,0.82,0.65,0.68,0.89,0.77,0.38,0.76,0.89,0.82,0.57,0.9,0.75,0.79,0.77,0.9,0.97,0.61,0.92,0.75,0.73,0.38,0.51,0.97,0.4,0.46,0.95,0.66,0.73,0.73,0.66,0.96,0.84,0.3,0.32,0.95
b522853e-3f5f-4d5c-9dd4-5d3641795163.Kinect,8/25/2018,0.42,0.02,1.1,0.13,0.0,0.42,0.01,0.0,0.0,0.01,0.02,0.04,1.5,0.02,0.35,0.4,0.29,0.11,0.35,0.21,0.91,0.65,0.92,0.52,0.53,0.96,0.66,0.87,0.96,0.92,0.92,0.29,0.94,0.96,0.6,0.54,0.34,0.42,0.37,0.91,0.96,0.54,0.51,0.46,0.85,0.38,0.59,0.67,0.79,0.78,0.89,0.65,0.58,0.9,0.75,0.72,0.84
0079f495-1290-47cb-b408-e669c2a27706.Kinect,9/26/2018,0.71,0.01,1.04,0.76,0.06,0.17,0.64,0.0,0.0,0.23,0.0,0.0,0.0,0.01,0.0,0.7,0.45,0.52,0.73,0.75,0.16,0.74,0.22,0.95,0.16,0.21,0.94,0.95,0.18,0.16,0.25,0.45,0.21,0.18,0.47,0.4,0.89,0.83,0.86,0.51,0.44,0.78,0.83,0.46,0.99,0.49,0.53,0.9,0.66,0.65,0.56,0.65,0.58,0.31,0.51,0.53,0.43
95b906cd-9953-4539-b2b9-8869261e39f4.Kinect,10/19/2018,0.68,0.0,1.5,1.41,0.0,0.13,0.51,0.0,0.23,0.0,0.0,0.0,0.01,0.0,0.01,0.67,0.94,0.97,0.46,0.87,0.9,0.52,0.81,0.55,0.69,0.23,0.62,0.46,0.37,0.87,0.8,0.94,0.21,0.37,0.47,0.44,0.68,0.66,0.77,0.31,0.33,0.53,0.09,0.96,0.3,0.43,0.87,0.68,0.66,0.66,0.56,0.65,0.58,0.32,0.93,0.93,0.76
96f71a6b-3cfa-4e2e-bef2-02a6b7fbb3d4.Kinect,9/26/2018,0.27,0.0,1.18,1.15,1.03,1.49,0.62,0.52,0.0,0.7,1.08,0.02,0.0,0.0,0.0,0.29,0.98,0.95,0.38,0.65,0.34,0.88,0.2,0.8,0.88,0.21,0.69,0.62,0.46,0.35,0.19,1.0,0.21,0.49,0.98,0.16,0.71,0.52,0.83,0.31,0.37,0.91,0.09,0.47,0.82,0.55,0.63,0.67,0.85,0.83,0.56,0.65,0.58,0.8,0.75,0.61,0.54
36965394-3001-455f-8dbe-1054d27faa85.Kinect,9/11/2018,0.59,0.57,1.04,1.06,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.59,0.9,0.83,0.35,0.25,0.56,0.49,0.71,0.82,0.23,0.79,0.88,0.16,0.81,0.57,0.71,0.89,0.8,0.83,0.49,0.76,0.79,0.87,0.94,0.73,0.76,0.53,0.86,0.46,0.92,0.81,0.44,0.67,0.71,0.94,0.87,0.92,0.64,0.7,0.16,0.17,0.73
dd821bf9-5e09-4713-9809-c53f9d0a134e.Kinect,7/18/2018,0.81,0.0,0.0,0.01,0.23,0.96,0.0,0.09,0.0,0.01,0.32,0.0,0.0,0.0,0.0,0.82,0.68,0.35,0.4,0.29,0.32,0.18,0.31,0.52,0.66,0.32,0.63,0.17,0.27,0.32,0.33,0.66,0.34,0.27,0.54,0.28,0.4,0.34,0.42,0.46,0.49,0.7,0.33,0.46,0.59,0.38,0.5,0.67,0.81,0.65,0.55,0.65,0.58,0.47,0.25,0.25,0.01
95b906cd-9953-4539-b2b9-8869261e39f4.Kinect,10/19/2018,0.69,0.0,1.49,1.41,0.0,0.15,0.5,0.02,0.23,0.0,0.0,0.0,0.0,0.0,0.01,0.68,0.94,0.99,0.46,0.87,0.88,0.55,0.81,0.53,0.7,0.22,0.63,0.47,0.34,0.88,0.79,0.94,0.21,0.35,0.48,0.44,0.7,0.68,0.75,0.29,0.31,0.55,0.1,0.95,0.28,0.45,0.87,0.67,0.66,0.64,0.56,0.65,0.59,0.31,0.92,0.94,0.75
f0f23913-acf7-44e9-8b62-58e05e5f41dc.Kinect,9/9/2018,0.71,0.0,0.67,1.12,0.0,1.07,0.01,0.31,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.72,0.28,0.27,0.35,0.19,0.62,0.37,0.63,0.52,0.23,0.72,0.63,0.43,0.77,0.64,0.64,0.28,0.73,0.77,0.74,0.47,0.34,0.25,0.29,0.63,0.51,0.83,0.34,0.95,0.89,0.66,0.44,0.68,0.66,0.65,0.56,0.75,0.58,0.65,0.48,0.16,0.26
069a3d99-bb0f-44ae-95e9-85e1a36d8901.Kinect,7/10/2018,0.53,1.43,1.16,1.15,1.11,0.3,0.01,0.49,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.53,0.28,0.52,0.68,0.62,0.63,0.2,0.39,0.95,0.76,0.56,0.82,0.19,0.52,0.6,0.39,0.29,0.57,0.54,0.49,0.96,0.34,0.35,0.42,0.81,0.67,0.76,0.33,0.82,0.36,0.8,0.44,0.67,0.66,0.64,0.56,0.76,0.95,0.31,0.31,0.32,0.43
7b5c2e0b-9723-4cf1-b1c8-6cb3451be075.Kinect,9/19/2018,0.87,0.01,0.99,1.45,0.01,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.85,0.5,0.12,0.36,0.19,0.33,0.5,0.82,0.52,0.31,0.21,0.67,0.1,0.72,0.32,0.84,0.49,0.22,0.7,0.51,0.16,0.34,0.25,0.58,0.81,0.63,0.54,0.1,0.56,0.65,0.39,0.45,0.67,0.66,0.65,0.56,0.66,0.84,0.84,0.74,0.22,0.23
39bb1e20-9a63-454d-95c8-90772a8dbd8b.Kinect,8/5/2018,0.34,1.31,1.5,1.5,0.0,0.6,1.05,0.01,0.08,0.39,0.14,0.0,0.01,0.01,0.0,0.36,0.29,0.47,0.8,0.82,0.23,0.97,0.42,0.58,0.16,0.22,0.79,0.54,0.37,0.23,0.39,0.28,0.21,0.37,0.81,0.97,0.99,0.99,0.9,0.36,0.4,0.74,0.42,0.48,0.58,0.7,0.93,0.99,0.87,0.64,0.54,0.65,0.58,0.62,0.59,0.54,0.82
35f147fe-6c18-4bd1-bdb1-6c1f1a83a84d.Kinect,8/24/2018,0.12,0.18,1.5,1.07,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.58,1.5,0.7,0.97,0.14,0.46,0.57,0.91,0.19,0.95,0.59,1.0,0.88,0.4,0.47,0.64,0.37,0.6,0.97,0.98,0.47,0.48,0.61,0.47,0.59,0.34,0.25,0.66,0.82,0.88,0.53,0.53,0.91,0.76,0.38,0.44,0.67,0.88,0.64,0.56,0.65,0.74,0.83,0.49,0.6,0.8
ed549d29-480e-4649-9dd6-c39510ea1bd8.Kinect,10/26/2018,0.75,0.43,1.5,1.5,0.01,0.01,0.0,0.0,0.01,0.0,0.21,0.0,0.0,0.0,0.01,0.76,0.44,0.1,0.88,0.2,0.78,0.15,0.82,0.61,0.64,0.66,0.62,0.63,0.64,0.77,0.8,0.44,0.66,0.64,0.52,0.78,0.48,0.7,0.52,0.53,0.31,0.63,0.9,0.77,0.38,0.43,0.44,0.67,0.79,0.86,0.84,0.96,0.86,0.85,0.42,0.5,0.75
f2c98911-7b91-4483-86cb-00d0e4ee2f13.Kinect,10/31/2018,0.43,0.0,1.08,0.14,0.01,0.41,0.0,0.01,0.01,0.01,0.0,0.02,1.5,0.01,0.35,0.41,0.28,0.14,0.36,0.35,0.98,0.63,0.92,0.51,0.51,0.9,0.63,0.84,0.93,0.95,0.92,0.29,0.91,0.91,0.64,0.55,0.34,0.4,0.38,0.88,0.97,0.56,0.44,0.46,0.86,0.38,0.55,0.68,0.67,0.81,0.93,0.65,0.58,0.9,0.73,0.73,0.84
ff015ddd-c9fb-49e3-8e33-abbf72e8b120.Kinect,9/19/2018,0.55,1.31,1.5,1.5,0.02,0.0,0.88,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.52,0.58,0.2,0.79,0.94,0.74,0.89,0.63,0.62,0.71,0.37,0.78,0.39,0.3,0.74,0.63,0.57,0.35,0.31,0.47,0.94,0.95,0.98,0.87,0.31,0.31,0.55,0.2,0.65,0.52,0.39,0.96,0.97,0.66,0.66,0.55,0.65,0.58,0.73,0.78,0.8,0.9
dc43fb75-ac04-4409-9034-99587ec927b9.Kinect,10/18/2018,0.72,0.36,1.48,1.37,0.15,0.45,0.0,0.23,0.01,0.0,0.01,0.0,0.0,0.01,0.02,0.71,0.84,0.73,0.71,0.86,0.85,0.4,0.73,0.52,0.17,0.21,0.65,0.51,0.18,0.86,0.73,0.82,0.21,0.18,0.47,0.76,0.62,0.56,0.3,0.31,0.34,0.55,0.17,0.47,0.28,0.76,0.44,0.68,0.66,0.64,0.55,0.65,0.58,0.31,0.28,0.39,0.61
