ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
6910d258-c988-474e-858f-f212dab5aece.Kinect,5/9/2018,0.84,0.02,1.5,1.5,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.86,0.6,0.5,0.75,0.19,0.5,0.6,0.51,0.54,0.17,0.23,0.63,0.29,0.19,0.5,0.5,0.61,0.21,0.18,0.47,0.6,0.6,0.66,0.44,0.47,0.37,0.54,0.11,0.51,0.29,0.38,0.44,0.67,0.67,0.64,0.56,0.65,0.59,0.33,0.27,0.27,0.15
787b1bd3-3423-4702-a01c-129865bf55ca.Kinect,8/27/2018,0.75,0.12,1.48,1.5,0.0,0.0,0.01,0.14,0.0,0.0,0.22,0.0,0.0,0.01,0.0,0.76,0.79,0.78,0.58,0.56,0.17,0.14,0.19,0.81,0.33,0.21,0.63,0.64,0.24,0.16,0.19,0.76,0.21,0.23,0.48,0.68,0.93,0.94,0.3,0.3,0.33,0.54,0.27,0.46,0.28,0.54,0.75,0.69,0.66,0.64,0.56,0.66,0.58,0.34,0.15,0.18,0.2
4a87b8cc-1039-4a86-b061-29202e48bfb2.Kinect,6/19/2018,0.86,0.0,1.03,0.56,0.0,0.0,0.21,0.0,0.0,0.01,0.03,0.0,0.0,0.01,0.01,0.83,0.76,0.71,0.36,0.19,0.72,0.15,0.62,0.54,0.16,0.21,0.65,0.12,0.18,0.73,0.65,0.77,0.21,0.18,0.48,0.17,0.34,0.25,0.7,0.32,0.32,0.87,0.23,0.47,0.28,0.38,0.44,0.67,0.67,0.72,0.57,0.68,0.63,0.32,0.15,0.17,0.21
db11a143-f715-4234-b5da-0979c9207447.Kinect,10/16/2018,0.81,0.25,1.36,1.3,0.03,0.18,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.83,0.34,0.16,0.82,0.62,0.83,0.31,0.83,0.52,0.16,0.22,0.63,0.1,0.18,0.85,0.83,0.36,0.21,0.19,0.47,0.72,0.34,0.26,0.28,0.39,0.32,0.53,0.09,0.46,0.28,0.38,0.44,0.69,0.67,0.65,0.55,0.65,0.58,0.33,0.4,0.41,0.52
6d73b4d9-a08f-49ac-a5c7-d94a1ad9df22.Kinect,8/15/2018,0.43,0.0,1.09,0.12,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.04,1.5,0.01,0.35,0.4,0.28,0.15,0.35,0.32,0.95,0.65,0.92,0.5,0.56,0.95,0.63,0.87,0.96,0.96,0.94,0.3,0.94,0.97,0.61,0.56,0.34,0.39,0.36,0.87,0.98,0.53,0.23,0.46,0.9,0.39,0.44,0.67,0.66,0.91,0.96,0.81,0.59,0.88,0.67,0.73,0.92
78d15f0c-3ea9-410b-8d59-f7f0ecfa0b23.Kinect,5/31/2018,0.87,0.01,0.39,0.5,0.01,0.27,0.0,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.87,0.3,0.1,0.35,0.19,0.16,0.2,0.2,0.53,0.47,0.22,0.63,0.1,0.18,0.16,0.21,0.29,0.21,0.18,0.67,0.44,0.34,0.25,0.28,0.4,0.31,0.54,0.1,0.47,0.36,0.75,0.44,0.76,0.66,0.64,0.55,0.67,0.69,0.5,0.16,0.15,0.02
379a7acc-3872-4d0e-a3c7-85bdef4713dd.Kinect,9/11/2018,0.02,1.44,1.21,1.25,0.07,0.05,1.47,1.36,0.0,0.71,1.24,0.02,0.0,0.0,0.02,0.02,0.95,0.79,0.97,0.43,0.55,0.28,0.71,0.99,0.94,0.22,0.64,0.99,0.18,0.56,0.73,0.98,0.21,0.19,0.67,0.94,0.94,0.87,0.98,0.38,0.42,0.9,0.96,0.87,0.83,0.92,0.44,0.67,0.83,0.77,0.65,0.66,0.72,0.75,0.54,0.55,0.95
35f147fe-6c18-4bd1-bdb1-6c1f1a83a84d.Kinect,8/24/2018,0.13,0.2,1.5,1.05,0.0,0.04,0.0,0.02,0.0,0.0,0.0,0.55,1.47,0.71,0.98,0.12,0.49,0.57,0.92,0.19,0.97,0.6,0.98,0.87,0.41,0.46,0.65,0.34,0.6,0.98,0.98,0.47,0.46,0.6,0.47,0.58,0.34,0.25,0.67,0.82,0.88,0.55,0.54,0.93,0.77,0.38,0.44,0.67,0.87,0.64,0.55,0.66,0.75,0.82,0.5,0.59,0.81
826f885a-1c6d-46bf-ad0d-399fced86ceb.Kinect,9/11/2018,0.85,0.01,0.72,1.01,0.02,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.84,0.49,0.83,0.38,0.26,0.21,0.5,0.35,0.8,0.97,0.33,0.92,0.93,0.27,0.21,0.32,0.51,0.33,0.27,0.47,0.16,0.52,0.61,0.7,0.3,0.33,0.82,0.95,0.91,0.96,0.65,0.45,0.84,0.66,0.64,0.56,0.65,0.58,0.67,0.92,0.89,0.38
d15d587f-0300-47eb-9612-73011e799191.Kinect,9/9/2018,0.41,0.0,1.08,0.15,0.0,0.41,0.03,0.0,0.0,0.0,0.0,0.01,1.5,0.0,0.35,0.41,0.28,0.13,0.35,0.3,0.93,0.7,0.9,0.53,0.45,0.94,0.62,0.85,0.93,0.93,0.9,0.29,0.95,0.93,0.58,0.49,0.34,0.48,0.4,0.96,0.9,0.55,0.83,0.46,0.75,0.38,0.78,0.67,0.95,0.64,0.6,0.65,0.73,0.95,0.7,0.66,0.86
b9c1e005-a407-4807-8ad7-da3046e80eaf.Kinect,8/14/2018,0.1,0.01,0.71,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,1.5,1.17,1.26,0.1,0.65,0.41,0.57,0.51,0.61,0.41,0.34,0.53,0.31,0.78,0.63,0.64,0.81,0.61,0.33,0.66,0.78,0.79,0.47,0.16,0.34,0.28,0.28,0.98,0.89,0.54,0.79,0.47,0.68,0.38,0.44,0.74,0.79,0.64,0.56,0.72,0.77,0.37,0.66,0.62,0.33
768097d3-f042-472c-94a2-c8ab6c8039aa.Kinect,8/23/2018,0.65,0.0,1.36,1.46,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.01,0.0,0.01,0.01,0.66,0.28,0.62,0.35,0.27,0.17,0.2,0.19,0.55,0.42,0.21,0.65,0.83,0.27,0.16,0.19,0.28,0.22,0.27,0.47,0.16,0.75,0.83,0.28,0.33,0.32,0.53,0.84,0.46,0.28,0.44,0.44,0.67,0.66,0.65,0.56,0.65,0.58,0.76,0.18,0.22,0.17
b9c1e005-a407-4807-8ad7-da3046e80eaf.Kinect,8/14/2018,0.12,0.0,0.7,0.01,0.0,0.06,0.03,0.0,0.0,0.01,0.0,0.03,1.5,1.16,1.27,0.13,0.67,0.42,0.56,0.5,0.61,0.42,0.32,0.53,0.32,0.78,0.66,0.61,0.81,0.6,0.33,0.65,0.77,0.81,0.49,0.16,0.34,0.29,0.28,0.98,0.9,0.54,0.79,0.47,0.69,0.4,0.44,0.75,0.82,0.64,0.55,0.7,0.76,0.36,0.67,0.62,0.31
22d7b4ae-6277-468c-bac0-7f04aafbf1d2.Kinect,8/29/2018,0.87,0.0,0.02,0.0,0.44,1.03,0.0,0.01,0.01,0.0,0.14,0.02,0.01,0.0,0.01,0.85,0.72,0.51,0.37,0.41,0.17,0.83,0.4,0.63,0.61,0.32,0.67,0.83,0.23,0.19,0.41,0.72,0.34,0.19,0.47,0.53,0.35,0.25,0.3,0.29,0.33,0.54,0.77,0.47,0.85,0.38,0.44,0.68,0.67,0.64,0.55,0.7,0.58,0.32,0.19,0.17,0.11
6b2bceb7-b534-4adc-bde6-f9c01c106f6a.Kinect,5/31/2018,0.75,0.03,0.09,1.08,0.38,1.15,0.01,0.01,0.12,0.08,0.0,0.0,0.0,0.0,0.01,0.75,0.28,0.26,0.35,0.2,0.17,0.4,0.35,0.52,0.16,0.74,0.63,0.33,0.85,0.18,0.35,0.29,0.74,0.85,0.47,0.24,0.34,0.25,0.28,0.32,0.45,0.54,0.48,0.47,0.4,0.74,0.45,0.67,0.66,0.65,0.54,0.66,0.93,0.54,0.15,0.16,0.03
09f061a2-4b48-4ab0-a781-3561f370d622.Kinect,9/26/2018,0.33,0.31,1.5,1.48,0.47,0.83,1.49,0.05,0.01,0.03,0.45,0.0,0.0,0.01,0.01,0.34,0.68,0.71,0.38,0.58,0.49,0.89,0.19,0.79,0.28,0.68,0.92,0.48,0.75,0.51,0.2,0.7,0.69,0.75,0.96,0.61,1.0,0.97,0.97,0.68,0.68,0.81,0.75,0.52,0.73,0.74,0.91,0.98,0.75,0.75,0.8,0.65,0.62,0.52,0.62,0.73,0.75
073ca81b-f6fd-4e82-9801-db5736257fee.Kinect,10/24/2018,0.59,0.34,1.39,1.5,0.01,0.0,0.0,0.01,0.0,0.0,0.02,1.24,0.01,0.0,0.0,0.56,0.28,0.09,0.92,0.22,0.52,0.14,0.68,0.51,0.72,0.43,0.63,0.24,0.77,0.52,0.68,0.28,0.41,0.77,0.47,0.77,0.4,0.54,0.26,0.48,0.58,0.62,0.33,0.72,0.76,0.4,0.45,0.67,0.68,0.64,0.82,0.71,0.71,0.72,0.48,0.47,0.32
5589338c-1d9a-4dd0-971a-68e817a17fbb.Kinect,8/26/2018,0.42,0.0,1.08,0.13,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.04,1.5,0.0,0.34,0.41,0.3,0.14,0.35,0.3,0.94,0.65,0.92,0.51,0.55,0.96,0.64,0.86,0.98,0.91,0.89,0.28,0.96,0.98,0.62,0.57,0.34,0.38,0.35,0.87,0.96,0.54,0.18,0.46,0.92,0.38,0.45,0.67,0.66,0.91,0.98,0.82,0.59,0.87,0.67,0.72,0.9
9a37f4b6-9098-4738-95b3-572d558f5d34.Kinect,7/20/2018,0.39,0.04,0.11,0.07,0.77,0.93,0.01,1.5,0.0,0.01,0.0,0.99,0.0,0.02,0.0,0.4,0.87,0.69,0.99,0.43,0.26,0.75,0.39,0.96,0.68,0.31,0.93,0.27,0.42,0.26,0.39,0.84,0.31,0.43,0.7,0.62,0.34,0.25,0.42,0.63,0.7,0.95,0.44,0.91,0.45,1.0,0.45,0.67,0.66,0.64,0.79,0.91,0.66,0.33,0.48,0.55,0.56
119bba77-8df0-49c6-83d2-4e046ea082c9.Kinect,8/22/2018,0.95,0.0,0.45,0.24,0.0,0.04,0.01,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.95,0.29,0.09,0.41,0.19,0.17,0.2,0.51,0.52,0.3,0.75,0.63,0.17,0.18,0.18,0.51,0.28,0.75,0.18,0.47,0.19,0.34,0.25,0.3,0.3,0.33,0.88,0.66,0.78,0.89,0.39,0.44,0.67,0.76,0.91,0.95,0.98,0.82,0.33,0.25,0.21,0.24
fbbd9770-2199-404a-8582-495257e47ba6.Kinect,6/27/2018,0.02,1.14,1.38,1.47,1.25,1.36,1.13,1.38,0.0,0.05,1.23,0.0,0.0,0.0,0.02,0.01,0.81,0.76,0.35,0.87,0.59,0.91,0.41,0.97,0.74,0.41,0.99,0.62,0.55,0.61,0.41,0.8,0.39,0.54,0.96,0.91,0.93,0.97,0.92,0.76,0.62,0.84,0.91,0.98,0.32,1.0,0.93,0.8,0.86,0.98,0.98,1.0,0.59,0.79,0.76,0.83,0.99
59beec2a-ec40-4e7a-a45c-2f915b32eb2f.Kinect,6/5/2018,0.68,0.0,1.04,1.05,0.52,1.33,0.01,0.06,0.05,0.01,0.26,0.12,0.0,0.0,0.0,0.7,0.45,0.88,0.81,0.47,0.39,0.93,0.5,0.73,0.59,0.46,0.96,0.93,0.42,0.37,0.5,0.43,0.49,0.41,0.82,0.39,0.45,0.37,0.33,0.5,0.54,0.54,0.71,0.46,0.56,0.71,0.65,0.69,0.67,0.64,0.56,0.65,0.58,0.58,0.51,0.5,0.36
81915340-00d3-4af8-9cb2-814694a68276.Kinect,9/26/2018,0.51,1.34,0.06,0.3,0.01,0.38,0.28,1.19,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.5,0.3,0.56,0.56,0.67,0.37,0.3,0.46,0.85,0.37,0.21,0.64,0.15,0.23,0.38,0.46,0.28,0.21,0.23,0.47,0.97,0.35,0.43,0.71,0.45,0.48,0.73,0.29,0.61,0.36,0.91,0.44,0.67,0.66,0.65,0.62,0.65,0.58,0.32,0.44,0.49,0.33
1f97148a-3faa-4ed3-b605-4a93fe360b00.Kinect,7/11/2018,0.46,1.42,1.42,1.42,0.34,0.12,0.12,0.0,0.93,0.0,0.06,0.01,0.0,0.0,0.03,0.47,0.97,0.92,0.89,0.5,0.74,0.15,0.73,0.52,0.8,0.54,0.64,0.53,0.59,0.73,0.7,0.98,0.52,0.61,0.47,0.97,0.54,0.66,0.63,0.31,0.33,0.84,0.42,0.89,0.93,0.85,0.44,0.67,0.66,0.64,0.57,0.66,0.58,0.74,0.86,0.79,0.78
22f87023-b338-4cb8-9794-325dfda49e00.Kinect,9/19/2018,0.01,0.5,1.49,1.5,0.22,1.11,0.0,0.47,0.0,0.01,0.0,1.5,1.5,1.49,1.48,0.01,0.85,0.65,0.58,0.66,0.51,0.53,0.37,0.74,0.38,0.81,0.73,0.17,0.76,0.5,0.37,0.84,0.79,0.75,0.71,0.62,0.88,0.86,0.29,0.89,0.83,0.54,0.53,0.48,0.34,0.64,0.45,0.67,0.66,0.75,0.57,0.66,0.58,0.41,0.92,0.9,0.41
4e57b131-1c60-498d-a438-548c59268ce5.Kinect,9/11/2018,0.16,0.97,1.29,1.27,0.1,1.02,1.48,0.0,0.01,0.0,1.1,0.0,0.0,0.03,0.01,0.14,0.96,1.0,0.47,0.54,0.26,0.42,0.42,0.77,0.9,0.76,0.93,0.97,0.75,0.26,0.43,0.94,0.74,0.74,0.76,0.8,1.0,0.96,0.98,0.46,0.38,0.91,0.95,0.95,0.91,0.78,0.9,0.82,0.67,0.64,0.55,0.65,0.69,0.34,0.69,0.65,0.8
50b43db0-80ed-435c-b64a-cf59a378dd69.Kinect,9/21/2018,0.52,0.08,0.99,1.03,1.45,1.49,0.0,0.09,0.0,0.08,1.01,0.01,0.0,0.01,0.0,0.51,0.34,0.94,0.35,0.97,0.57,1.0,0.79,0.53,0.52,0.23,0.66,0.91,0.41,0.59,0.8,0.33,0.22,0.38,0.76,0.6,0.39,0.25,0.43,0.3,0.32,0.87,0.93,0.87,0.85,0.38,0.6,0.67,0.67,0.64,0.6,0.83,0.76,0.71,0.94,0.97,0.74
55a4f9ad-67ec-4c27-ac15-102b1624e5b4.Kinect,9/7/2018,0.61,0.86,1.17,1.31,1.21,1.03,0.01,0.0,0.25,0.01,0.02,0.0,0.0,0.0,0.0,0.6,0.86,0.94,0.69,0.19,0.78,0.23,0.77,0.52,0.85,0.52,0.64,0.58,0.54,0.76,0.78,0.86,0.52,0.54,0.49,0.74,0.35,0.44,0.29,0.35,0.35,0.53,0.6,0.89,0.5,0.74,0.45,0.68,0.66,0.64,0.56,0.66,0.58,0.75,1.0,0.96,0.66
3a45ad00-088e-4059-b7b1-9b1495a7aa8a.Kinect,8/15/2018,0.41,0.0,1.07,0.12,0.0,0.41,0.0,0.01,0.01,0.01,0.03,0.02,1.5,0.02,0.34,0.42,0.28,0.15,0.36,0.29,0.93,0.67,0.94,0.53,0.56,0.95,0.63,0.84,0.97,0.93,0.95,0.28,0.94,0.98,0.6,0.54,0.34,0.42,0.37,0.89,0.95,0.56,0.46,0.46,0.88,0.4,0.58,0.67,0.66,0.78,0.91,0.65,0.58,0.89,0.69,0.71,0.82
b542affd-ee81-4908-b34a-39113a63417e.Kinect,9/26/2018,0.79,0.21,1.2,1.19,0.13,0.67,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.02,0.8,0.29,0.55,0.81,0.85,0.65,0.72,0.72,0.51,0.23,0.21,0.65,0.17,0.18,0.66,0.71,0.28,0.21,0.18,0.47,0.67,0.36,0.25,0.3,0.31,0.32,0.54,0.34,0.58,0.47,0.38,0.44,0.67,0.67,0.65,0.71,0.74,0.64,0.31,0.58,0.6,0.34
bfb90a38-80a4-424d-867e-cfee33601479.Kinect,5/9/2018,0.62,0.0,1.22,1.27,0.01,0.76,0.02,0.0,0.79,0.07,0.0,0.0,0.0,0.0,0.0,0.62,0.4,0.49,0.35,0.19,0.24,0.33,0.24,0.53,0.33,0.43,0.88,0.96,0.36,0.2,0.25,0.39,0.45,0.36,0.87,0.23,0.72,0.71,0.29,0.32,0.33,0.74,0.5,0.46,0.29,0.79,0.44,0.67,0.66,0.85,0.82,0.7,0.58,0.63,0.25,0.27,0.2
71931603-e0e9-4977-b5e5-63b12a9db985.Kinect,6/27/2018,0.47,0.59,1.31,1.22,1.42,1.5,0.64,0.0,0.17,0.15,0.14,0.0,0.0,0.0,0.0,0.45,0.99,0.97,0.52,0.96,0.9,1.0,0.77,0.79,0.16,0.21,0.95,0.39,0.18,0.91,0.78,0.97,0.22,0.19,0.89,0.82,0.77,0.71,0.83,0.29,0.31,0.62,0.23,0.46,0.99,0.92,0.76,0.97,0.78,0.94,0.79,0.82,0.59,0.43,0.97,0.97,0.98
74718db6-369a-4da9-897e-9ba09ac5932c.Kinect,7/12/2018,0.62,0.7,1.4,1.45,1.24,1.29,0.0,0.0,0.0,0.05,0.27,0.01,0.0,0.0,0.0,0.59,0.64,0.69,0.67,0.85,0.68,0.88,0.51,0.73,0.77,0.98,0.63,0.5,0.77,0.68,0.52,0.65,1.0,0.78,0.62,0.78,0.82,0.85,0.59,0.83,0.7,0.55,0.73,0.86,0.76,0.48,0.44,0.74,0.74,0.66,0.57,0.66,0.97,0.62,0.22,0.31,0.66
ff514cba-6c5e-41a9-9936-3e8400565c8d.Kinect,10/9/2018,0.41,0.02,1.08,0.13,0.01,0.42,0.0,0.0,0.0,0.02,0.01,0.01,1.5,0.0,0.35,0.4,0.61,0.88,0.48,0.23,0.95,0.72,0.94,0.31,0.57,0.75,0.57,0.78,0.77,0.95,0.92,0.6,0.75,0.79,0.56,0.37,0.87,0.9,0.44,0.84,0.87,0.39,0.88,0.69,0.3,0.41,0.91,0.94,0.89,0.64,0.71,0.74,0.84,0.94,0.96,0.94,0.77
9a3e283a-4ab7-40a3-9b31-fe11bb0cfa91.Kinect,8/24/2018,0.28,0.0,0.53,0.0,0.0,1.02,0.0,0.12,0.0,0.0,0.01,0.0,1.5,0.44,0.58,0.28,0.72,0.54,0.47,0.2,0.66,0.47,0.35,0.52,0.16,0.72,0.65,0.77,0.7,0.68,0.35,0.7,0.73,0.71,0.96,0.18,0.34,0.25,0.29,0.86,0.85,0.55,1.0,0.46,0.5,0.38,0.69,0.68,1.0,0.94,0.71,0.92,0.81,0.82,0.55,0.63,0.67
97104eff-3e7f-401a-aa0e-c1a513b872c5.Kinect,10/19/2018,0.78,0.0,1.4,1.5,0.0,0.0,0.0,0.01,0.0,0.02,0.34,0.02,0.0,0.0,0.0,0.8,0.29,0.48,0.46,0.47,0.63,0.56,0.99,0.78,0.47,0.42,0.64,0.72,0.44,0.6,1.0,0.28,0.46,0.45,0.47,0.35,0.65,0.61,0.27,0.3,0.32,0.83,0.42,0.93,0.65,0.64,0.63,0.68,0.84,0.65,0.85,0.66,0.58,0.6,0.39,0.38,0.57
ad599f06-5820-408a-8930-6897898d18b8.Kinect,8/25/2018,0.06,0.0,1.0,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.01,1.37,1.49,0.22,1.29,0.06,0.28,0.33,0.35,0.19,0.54,0.3,0.58,0.52,0.86,0.81,0.72,0.74,0.89,0.53,0.61,0.28,0.82,0.88,0.47,0.41,0.55,0.68,0.66,0.86,1.0,0.54,0.44,0.54,0.93,0.38,0.55,0.67,0.66,0.64,0.91,0.65,0.92,0.33,0.33,0.35,0.49
