ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
7c48400b-ad97-4993-ac29-02c4d5b18e72.Kinect,10/15/2018,0.7,1.21,1.27,1.29,0.01,0.05,0.0,0.03,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.7,0.66,0.3,0.91,0.91,0.87,0.82,0.88,0.53,0.16,0.23,0.64,0.1,0.18,0.88,0.88,0.62,0.22,0.18,0.48,0.93,0.45,0.26,0.28,0.3,0.32,0.55,0.09,0.49,0.32,0.38,0.64,0.72,0.66,0.65,0.55,0.65,0.58,0.31,0.84,0.88,0.74
f53ffcbe-bb52-424c-b8ce-10aa3151c351.Kinect,7/10/2018,0.73,0.8,1.23,1.24,0.29,0.24,0.0,0.0,0.07,0.13,0.11,0.0,0.01,0.0,0.01,0.73,0.28,0.36,0.8,0.56,0.7,0.56,0.79,0.55,0.44,0.33,0.63,0.28,0.32,0.72,0.78,0.28,0.3,0.33,0.47,0.82,0.6,0.25,0.48,0.42,0.74,0.63,0.09,0.82,0.74,0.8,0.54,0.67,0.83,0.66,0.54,0.74,0.84,0.38,0.4,0.42,0.52
757032f0-79a4-47a1-9f2b-418a7fb83afc.Kinect,6/19/2018,0.73,0.01,0.39,0.46,0.02,0.07,0.01,0.0,0.0,0.0,0.01,0.94,0.0,0.0,0.0,0.75,0.46,0.09,0.35,0.62,0.54,0.21,0.48,0.81,0.99,0.21,0.63,0.99,0.18,0.54,0.5,0.45,0.21,0.18,0.83,0.16,0.53,0.58,0.3,0.32,0.33,0.55,0.8,0.46,0.96,0.38,0.45,0.68,0.66,0.64,0.54,0.65,0.58,0.31,0.39,0.53,0.33
0eb55484-23db-4678-beb6-6f2141e422c8.Kinect,7/20/2018,0.35,0.0,0.86,1.1,1.5,1.34,1.01,0.0,0.01,0.0,0.84,0.01,0.0,0.0,0.0,0.34,0.92,0.91,0.86,0.91,0.52,0.49,0.33,0.57,0.66,0.48,0.82,0.56,0.42,0.53,0.35,0.93,0.46,0.42,0.85,0.2,0.71,0.69,0.86,0.31,0.34,0.55,0.51,0.79,0.46,0.87,0.83,0.68,0.85,0.9,0.71,0.67,0.58,0.65,0.81,0.82,0.63
8e29b0da-020c-44f6-8a72-25b01eda59d3.Kinect,5/10/2018,0.26,0.6,1.13,1.28,0.01,0.01,0.98,0.59,0.0,0.01,1.13,0.0,0.0,0.0,0.01,0.28,0.49,0.71,0.35,0.2,0.57,0.27,0.51,0.64,0.16,0.58,0.64,0.3,0.57,0.56,0.51,0.46,0.58,0.57,0.47,0.77,0.74,0.81,0.88,0.6,0.58,0.76,0.66,0.46,0.33,0.8,0.44,0.68,0.67,0.66,0.69,0.73,0.58,0.77,0.49,0.54,0.38
9f3e8516-2401-4a76-ba22-fa6d71707758.Kinect,8/15/2018,0.01,0.0,1.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.49,1.41,1.46,0.01,0.5,0.37,0.35,0.41,0.76,0.35,0.52,0.53,0.81,0.7,0.63,0.72,0.82,0.77,0.5,0.49,0.7,0.82,0.48,0.16,0.35,0.57,0.39,0.68,0.9,0.78,0.92,0.93,0.7,0.67,0.45,0.67,0.92,0.77,0.54,0.86,1.0,0.38,0.59,0.46,0.72
af32db3e-a7f7-4036-b27b-8cdbd147d8ba.Kinect,7/18/2018,0.87,0.01,0.0,0.0,0.37,1.16,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.86,0.57,0.37,0.35,0.69,0.46,0.14,0.42,0.53,0.89,0.74,0.63,0.4,0.73,0.46,0.4,0.57,0.72,0.72,0.81,0.21,0.64,0.51,0.29,0.8,0.82,0.93,0.42,1.0,0.63,0.38,0.68,0.67,0.69,0.73,0.57,0.65,0.7,0.35,0.22,0.34,0.19
7ab8a01b-2353-4fc2-b081-2a3761194e58.Kinect,8/27/2018,0.8,0.07,1.5,1.49,0.0,0.02,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.01,0.0,0.79,0.68,0.67,0.35,0.72,0.18,0.43,0.3,0.77,0.26,0.23,0.76,0.62,0.18,0.2,0.26,0.7,0.21,0.18,0.48,0.65,0.91,0.96,0.35,0.28,0.32,0.55,0.35,0.47,0.28,0.43,0.79,0.76,0.67,0.65,0.55,0.65,0.58,0.76,0.16,0.15,0.22
cd4f65e2-0561-4888-9cb8-8733b6a32167.Kinect,7/26/2018,0.38,0.07,1.5,1.07,0.0,0.0,1.05,0.01,1.15,0.05,0.06,0.0,0.0,0.0,0.0,0.37,0.4,0.76,0.8,0.84,0.44,0.8,0.2,0.77,0.91,0.6,0.88,0.11,0.56,0.44,0.21,0.4,0.59,0.58,0.94,0.63,0.9,0.72,0.87,0.32,0.34,0.55,0.14,0.79,0.29,0.82,0.79,0.69,0.71,0.92,0.73,0.65,0.59,0.98,0.61,0.66,0.67
95a7ae3a-ba8c-417e-b40b-45143911776a.Kinect,9/10/2018,0.56,1.34,1.2,1.34,0.8,1.19,0.0,0.0,0.25,0.0,0.0,0.0,0.01,0.01,0.01,0.55,0.61,0.57,0.77,0.42,0.78,0.32,0.82,0.52,0.47,0.21,0.64,0.21,0.18,0.76,0.83,0.63,0.21,0.18,0.48,0.98,0.49,0.53,0.36,0.69,0.62,0.53,0.15,0.76,0.44,0.55,0.44,0.68,0.66,0.64,0.57,0.66,0.58,0.31,0.75,0.82,0.59
cc1632d3-aa5b-440e-8e95-b9031e392d08.Kinect,6/8/2018,0.41,0.46,0.27,0.61,0.0,1.29,0.0,1.14,0.01,0.04,0.63,0.0,0.0,0.01,0.01,0.38,0.3,0.43,0.66,0.45,0.2,0.63,0.26,0.52,0.69,0.48,0.76,0.47,0.57,0.19,0.25,0.29,0.5,0.54,0.96,0.76,0.39,0.26,0.29,0.31,0.31,0.71,0.26,0.46,0.28,0.9,0.73,0.67,0.67,0.85,0.9,0.65,0.58,0.59,0.81,0.6,0.31
cd91ba16-d611-4f62-9be9-3a9bed2bb409.Kinect,8/23/2018,0.88,0.0,0.42,0.44,0.0,0.06,0.0,0.01,0.01,0.01,0.4,0.01,0.0,0.01,0.01,0.85,0.29,0.21,0.35,0.19,0.29,0.36,0.35,0.54,0.64,0.72,0.63,0.39,0.57,0.3,0.34,0.32,0.71,0.58,0.47,0.43,0.34,0.26,0.29,0.3,0.34,0.56,0.11,0.47,0.84,0.38,0.44,0.76,0.66,0.65,0.53,0.65,0.59,0.31,0.16,0.16,0.02
ad3baf00-ea37-4be0-85be-c2640f21b86b.Kinect,9/6/2018,0.69,0.0,1.26,1.15,0.01,0.05,0.0,0.17,0.0,0.01,0.0,0.83,0.68,0.0,0.01,0.68,0.84,0.49,0.43,0.53,0.28,0.32,0.39,0.52,0.16,0.99,0.89,0.48,0.89,0.26,0.4,0.81,0.97,0.86,0.78,0.45,0.34,0.25,0.75,0.64,0.6,0.54,0.59,0.81,0.62,0.72,0.44,0.67,0.66,0.65,0.55,0.65,0.58,0.5,0.75,0.8,0.16
695536a4-42a4-4aa0-abce-fa9f728fe9a4.Kinect,9/26/2018,0.14,1.31,1.46,1.42,0.43,0.22,1.25,1.41,0.01,0.0,0.06,0.0,0.01,0.02,0.01,0.14,0.96,0.92,0.63,0.92,0.85,0.69,0.81,0.99,0.68,0.65,0.75,0.14,0.6,0.84,0.81,0.97,0.63,0.6,0.47,0.91,0.89,0.92,0.94,0.49,0.43,0.66,0.16,0.53,0.29,0.93,0.7,0.67,0.66,0.65,0.54,0.65,0.58,0.31,0.45,0.45,0.92
3da2324d-25d8-4cd1-a35c-b94e48cdb258.Kinect,10/8/2018,0.4,0.01,1.07,0.12,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.01,1.48,0.01,0.35,0.4,0.28,0.14,0.35,0.3,0.92,0.67,0.91,0.52,0.54,0.93,0.64,0.86,0.98,0.92,0.94,0.28,0.92,0.97,0.59,0.52,0.36,0.45,0.37,0.91,0.95,0.54,0.6,0.46,0.84,0.38,0.66,0.67,0.87,0.73,0.83,0.66,0.58,0.92,0.68,0.71,0.82
569394fc-b32a-4f89-b5a6-0a1d6b7b9da9.Kinect,5/9/2018,0.73,0.09,1.33,1.41,0.0,0.26,0.0,0.0,0.0,0.46,0.11,0.0,0.0,0.01,0.0,0.73,0.66,0.38,0.58,0.19,0.45,0.24,0.44,0.51,0.16,0.21,0.65,0.12,0.18,0.44,0.47,0.67,0.21,0.18,0.61,0.67,0.7,0.72,0.28,0.31,0.36,0.59,0.66,0.46,0.35,0.69,0.44,0.78,0.66,0.95,0.67,0.7,0.58,0.33,0.15,0.34,0.22
892972c7-671a-4c64-8120-9f2c88aa72d2.Kinect,9/26/2018,0.8,0.0,1.11,1.24,0.0,0.43,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.04,0.0,0.8,0.28,0.09,0.36,0.88,0.6,0.82,0.19,0.5,0.17,0.22,0.63,0.15,0.18,0.62,0.21,0.3,0.21,0.2,0.48,0.16,0.34,0.59,0.49,0.6,0.6,0.55,0.33,0.47,0.68,0.38,0.87,0.93,0.67,0.64,0.56,0.66,0.58,0.5,0.5,0.54,0.25
d65a168b-a9e8-4f2a-84c6-e3c1d79b7882.Kinect,9/9/2018,0.4,0.0,1.07,0.13,0.02,0.4,0.01,0.0,0.01,0.0,0.0,0.03,1.49,0.0,0.33,0.4,0.29,0.16,0.35,0.31,0.96,0.67,0.95,0.51,0.53,0.92,0.65,0.82,0.94,0.95,0.96,0.28,0.92,0.94,0.59,0.5,0.34,0.45,0.37,0.91,0.92,0.54,0.68,0.46,0.82,0.38,0.71,0.68,0.9,0.71,0.78,0.65,0.61,0.93,0.58,0.71,0.84
25ddbcc4-dee2-483d-b883-0d61f167cd84.Kinect,8/1/2018,0.79,0.01,0.64,0.26,0.17,0.89,0.01,0.0,0.02,0.01,0.01,0.01,0.26,0.0,0.02,0.79,0.28,0.41,0.35,0.2,0.21,0.56,0.2,0.52,0.84,0.81,0.63,0.61,0.65,0.21,0.21,0.28,0.82,0.67,0.67,0.32,0.36,0.25,0.63,0.43,0.37,0.55,0.8,0.97,0.35,0.38,0.58,0.67,0.67,0.64,0.56,0.68,0.58,0.67,0.15,0.18,0.09
e1bcc026-3b2b-4fc8-9db2-770c6b914322.Kinect,10/24/2018,0.47,1.49,1.31,1.33,0.0,0.0,1.09,0.01,0.02,0.01,0.15,0.0,0.0,0.0,0.01,0.48,0.91,1.0,0.6,0.2,0.85,0.14,0.85,0.85,0.16,0.22,0.64,0.1,0.38,0.85,0.85,0.93,0.21,0.39,0.47,0.99,0.61,0.59,0.83,0.5,0.71,0.54,0.56,0.76,0.37,0.88,0.53,0.67,0.73,0.91,0.87,0.86,0.85,0.38,0.37,0.41,0.94
f3d9132a-fa0b-4aa1-b6fb-ecec9af50552.Kinect,5/10/2018,0.89,0.01,0.0,0.01,0.03,0.3,0.07,0.01,0.0,0.01,0.28,0.02,0.0,0.0,0.02,0.88,0.28,0.22,0.35,0.35,0.17,0.14,0.19,0.55,0.16,0.23,0.62,0.68,0.18,0.17,0.21,0.28,0.21,0.18,0.47,0.27,0.39,0.25,0.61,0.43,0.45,0.53,0.94,0.61,0.82,0.9,0.45,0.68,0.66,0.96,0.87,0.84,0.58,0.63,0.15,0.16,0.37
218bac40-efcc-4638-897e-243e8f530d9d.Kinect,9/11/2018,0.79,0.01,1.27,0.94,0.01,0.23,0.24,0.01,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.79,0.28,0.76,0.36,0.81,0.51,0.81,0.34,0.54,0.16,0.4,0.62,0.27,0.18,0.52,0.35,0.28,0.38,0.18,0.48,0.63,0.81,0.76,0.77,0.3,0.54,0.54,0.66,0.47,0.54,0.38,0.89,0.85,0.66,0.64,0.55,0.65,0.58,0.32,0.91,0.9,0.35
8c6c8227-7e3d-4221-8696-8987db6bc85d.Kinect,9/26/2018,0.6,0.0,1.49,1.46,0.28,0.21,0.0,0.0,0.0,0.02,0.0,1.08,0.05,0.0,0.0,0.61,0.71,0.73,0.36,0.33,0.57,0.15,0.51,0.53,0.87,0.59,0.65,0.7,0.25,0.55,0.5,0.71,0.59,0.26,0.48,0.31,0.78,0.76,0.28,0.55,0.78,0.98,0.61,1.0,0.46,0.51,0.44,0.68,0.67,0.7,0.72,0.66,0.58,0.36,0.61,0.63,0.34
bb89a97a-a528-4954-84ea-f098ad571b4f.Kinect,8/24/2018,0.01,0.0,1.16,0.6,0.01,0.19,0.02,0.0,0.0,0.0,0.01,1.36,1.5,1.38,1.48,0.01,0.34,0.51,0.74,0.19,0.88,0.7,0.98,0.61,0.65,0.86,0.65,0.66,0.92,0.89,0.98,0.33,0.85,0.92,0.47,0.16,0.34,0.25,0.58,0.97,0.98,0.53,0.29,0.73,0.85,0.38,0.44,0.67,0.66,0.66,0.55,0.66,0.58,0.62,0.49,0.59,0.75
be0a715d-2e3b-45db-ae4e-8fc67f0295ac.Kinect,6/19/2018,0.57,0.0,0.95,1.1,0.02,0.92,0.01,0.13,1.02,0.01,0.08,0.1,0.01,0.01,0.0,0.56,0.35,0.45,1.0,0.98,0.5,0.86,0.19,1.0,0.47,0.41,1.0,0.65,0.42,0.53,0.19,0.34,0.42,0.42,0.99,0.17,0.48,0.43,0.55,0.55,0.58,0.68,0.14,0.46,0.38,1.0,0.87,0.67,0.66,0.93,0.55,0.65,0.81,0.98,0.93,0.95,0.99
f21512ad-3c8d-49e4-b896-54a8606bd47a.Kinect,7/12/2018,0.5,1.06,1.49,1.47,0.47,0.43,0.0,0.0,0.0,0.47,1.01,0.0,0.0,0.01,0.0,0.5,0.46,0.38,0.75,0.73,0.34,0.87,0.2,0.52,0.64,0.63,0.65,0.54,0.64,0.34,0.2,0.48,0.63,0.64,0.67,0.86,0.82,0.92,0.5,0.32,0.33,0.75,0.59,0.69,0.29,0.46,0.92,0.93,0.76,0.65,0.55,0.65,0.58,0.68,0.4,0.44,0.43
a12f690b-eb09-4c47-a24d-2caf71fe54a2.Kinect,6/6/2018,0.65,0.01,1.0,1.11,0.58,0.51,0.0,0.0,0.0,0.0,0.47,1.01,0.0,0.0,0.0,0.62,0.36,0.28,0.35,0.81,0.77,0.75,0.78,0.52,0.95,0.21,0.62,0.1,0.18,0.8,0.76,0.38,0.21,0.19,0.47,0.2,0.34,0.47,0.29,0.52,0.48,0.96,0.11,0.47,0.29,0.38,0.44,0.67,0.75,0.64,0.55,0.65,0.58,0.56,0.97,0.98,0.55
e1bcc026-3b2b-4fc8-9db2-770c6b914322.Kinect,10/24/2018,0.47,1.5,1.34,1.3,0.0,0.02,1.08,0.0,0.0,0.0,0.15,0.02,0.0,0.02,0.0,0.44,0.91,1.0,0.6,0.2,0.86,0.14,0.83,0.85,0.18,0.22,0.65,0.1,0.39,0.86,0.86,0.92,0.23,0.4,0.47,0.99,0.57,0.59,0.83,0.5,0.69,0.52,0.55,0.75,0.33,0.9,0.54,0.68,0.73,0.92,0.86,0.87,0.84,0.39,0.36,0.41,0.93
bbdef96f-d6d1-45db-8bac-d1d0585a317d.Kinect,6/1/2018,0.69,0.0,0.39,0.64,0.0,0.03,0.01,0.0,0.01,0.01,0.0,1.22,0.56,0.0,0.0,0.71,0.72,0.09,0.35,0.27,0.34,0.15,0.29,0.53,0.98,0.64,0.64,1.0,0.7,0.36,0.31,0.75,0.64,0.73,0.49,0.16,0.34,0.26,0.29,0.73,0.75,1.0,0.98,0.98,0.98,0.38,0.44,0.68,0.66,0.65,0.55,0.73,0.66,0.33,0.9,0.82,0.51
940c7708-7a06-42d2-bf87-ae3e8b401fa5.Kinect,9/7/2018,0.83,0.17,1.37,1.49,0.0,0.01,0.0,0.01,0.05,0.03,0.0,0.0,0.0,0.0,0.01,0.8,0.87,0.1,0.35,0.65,0.74,0.53,0.86,0.52,0.4,0.62,0.65,0.14,0.65,0.75,0.87,0.89,0.6,0.66,0.47,0.64,0.41,0.54,0.45,0.62,0.65,0.56,0.1,0.46,0.29,0.59,0.45,0.67,0.66,0.64,0.82,0.65,0.59,0.8,0.85,0.89,0.56
7315874f-1fee-42b5-9593-049a9f59b73e.Kinect,7/17/2018,0.39,0.01,0.29,0.17,0.01,1.04,1.03,0.0,1.11,0.0,0.25,0.0,0.0,0.0,0.0,0.36,0.7,0.78,0.94,0.9,0.16,0.85,0.19,0.61,0.16,0.24,0.99,0.29,0.35,0.18,0.19,0.72,0.21,0.36,0.95,0.42,0.68,0.42,0.9,0.31,0.33,0.62,0.76,0.46,0.52,0.81,0.71,0.68,0.66,0.99,0.73,0.67,0.59,0.98,0.44,0.47,0.7
35adca15-dfca-4efb-881c-bd1a073b6466.Kinect,5/10/2018,0.8,0.0,1.29,1.29,0.02,0.31,0.0,0.05,0.0,0.0,0.14,0.0,0.0,0.01,0.0,0.8,0.28,0.46,0.42,0.26,0.17,0.14,0.19,0.53,0.16,0.82,0.66,0.34,0.57,0.16,0.19,0.29,0.8,0.56,0.85,0.16,0.74,0.67,0.43,0.65,0.69,0.76,0.4,0.46,0.3,0.42,0.46,0.69,0.94,0.76,0.96,0.88,0.58,0.45,0.5,0.47,0.16
06baa7a0-60ff-44ec-9313-633d969792e1.Kinect,5/10/2018,0.7,0.0,0.49,1.41,0.33,0.78,0.0,0.0,0.01,0.3,0.13,0.0,0.0,0.0,0.01,0.7,0.85,0.72,0.35,0.84,0.55,0.84,0.68,0.53,0.5,0.3,0.66,0.71,0.26,0.55,0.7,0.83,0.31,0.27,0.81,0.34,0.68,0.8,0.29,0.32,0.33,0.84,0.58,0.91,0.53,0.38,0.46,0.67,0.66,0.65,0.69,0.65,0.59,0.84,0.54,0.58,0.52
a34f1699-cc2b-416f-88da-7d9b0686f293.Kinect,6/1/2018,0.86,0.01,0.38,0.07,0.23,1.0,0.02,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.86,0.28,0.4,0.49,0.33,0.34,0.25,0.2,0.52,0.25,0.43,0.64,0.57,0.37,0.35,0.2,0.3,0.44,0.39,0.73,0.28,0.34,0.25,0.54,0.54,0.5,0.94,0.95,0.46,0.83,0.56,0.46,0.74,0.79,0.95,0.91,0.96,0.8,0.5,0.64,0.61,0.28
fed923af-f41e-42bc-8799-3a9f8a5f2129.Kinect,10/18/2018,0.83,0.07,1.33,1.27,0.21,0.14,0.01,0.03,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.83,0.79,0.92,0.62,0.41,0.7,0.22,0.54,0.52,0.16,0.21,0.64,0.34,0.18,0.69,0.51,0.8,0.21,0.2,0.47,0.59,0.45,0.45,0.29,0.31,0.33,0.54,0.14,0.47,0.28,0.38,0.45,0.67,0.66,0.65,0.56,0.68,0.58,0.31,0.17,0.15,0.21
95a2411f-d98b-4fba-9388-97b1a962e6b8.Kinect,7/31/2018,0.72,0.0,1.47,1.3,1.27,0.76,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.72,0.74,0.56,0.35,0.87,0.16,0.89,0.19,0.58,0.16,0.21,0.86,0.69,0.18,0.18,0.2,0.73,0.22,0.18,0.87,0.17,0.85,0.76,0.41,0.31,0.36,0.91,0.17,0.46,0.3,0.89,0.84,0.79,0.71,0.98,0.97,0.97,0.84,0.65,0.15,0.16,0.7
a0b1d1f2-19fb-4a97-8930-4ff33a9a3589.Kinect,6/5/2018,0.8,0.0,1.35,1.24,0.0,0.03,0.27,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.8,0.74,0.88,0.35,0.47,0.18,0.41,0.19,0.53,0.48,0.25,0.65,0.81,0.28,0.18,0.19,0.74,0.24,0.29,0.74,0.19,0.86,0.84,0.77,0.46,0.32,0.53,0.54,0.48,0.89,0.39,0.53,0.79,0.66,0.64,0.53,0.65,0.58,0.31,0.89,0.9,0.23
