ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
2f6278d8-fb63-4d30-9c4c-23eee4f45d9f.Kinect,10/19/2018,0.41,0.63,1.4,1.41,0.66,0.92,1.03,0.0,0.06,0.0,0.32,0.0,0.02,0.0,0.0,0.42,0.68,0.82,0.39,0.52,0.77,0.15,0.72,0.51,0.16,0.21,0.63,0.28,0.18,0.76,0.72,0.66,0.22,0.18,0.47,0.77,0.55,0.69,0.8,0.3,0.33,0.54,0.74,0.47,0.39,0.41,0.67,0.67,0.74,0.87,0.83,0.8,0.58,0.42,0.15,0.17,0.49
dc23f789-f756-4e4d-a2a2-5eced8ea1a82.Kinect,6/1/2018,0.08,0.0,1.5,1.5,0.0,0.14,0.0,0.0,0.0,0.0,0.0,1.5,0.4,1.08,1.11,0.09,0.29,0.1,0.88,0.96,0.99,0.88,0.97,0.63,0.95,0.91,0.89,0.46,0.86,0.97,0.98,0.29,0.9,0.86,0.47,0.16,0.66,0.59,0.93,0.97,0.89,0.96,0.27,0.59,0.28,0.38,0.94,0.88,0.66,0.65,0.56,0.65,0.58,0.32,0.71,0.67,0.94
b0058b4f-f631-4f1b-ab35-1b17940f4d5f.Kinect,8/23/2018,0.79,0.3,1.23,1.3,0.0,0.46,0.0,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.78,0.29,0.2,0.87,0.19,0.75,0.14,0.81,0.59,0.57,0.27,0.63,0.14,0.25,0.76,0.8,0.28,0.26,0.26,0.47,0.77,0.35,0.25,0.42,0.31,0.32,0.54,0.63,0.89,0.29,0.38,0.85,0.67,0.66,0.65,0.55,0.7,0.68,0.4,0.97,0.96,0.61
685e9e55-f40f-4f15-920a-5eb8ae32473f.Kinect,8/15/2018,0.09,0.01,1.01,0.02,0.01,0.0,0.0,0.02,0.0,0.0,0.0,1.34,1.48,0.23,1.28,0.09,0.29,0.32,0.35,0.19,0.53,0.3,0.61,0.51,0.86,0.81,0.7,0.72,0.89,0.55,0.62,0.3,0.8,0.88,0.47,0.37,0.51,0.72,0.66,0.84,0.98,0.54,0.73,0.58,0.86,0.44,0.66,0.67,0.83,0.64,0.69,0.82,0.95,0.31,0.27,0.35,0.42
92c45dbe-4a00-4c66-9476-25cbd72d5da8.Kinect,9/26/2018,0.85,0.0,1.5,1.44,0.0,0.07,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.85,0.28,0.09,0.35,0.19,0.66,0.15,0.52,0.52,0.85,0.33,0.62,0.19,0.29,0.66,0.54,0.28,0.35,0.3,0.48,0.29,0.8,0.8,0.52,0.3,0.33,0.78,0.46,0.71,0.55,0.38,0.45,0.68,0.68,0.64,0.56,0.66,0.58,0.41,0.44,0.46,0.23
4606de05-2f0c-4c3e-8c47-7bcf7be4f6b8.Kinect,6/8/2018,0.45,0.01,0.29,0.58,0.01,0.35,0.0,0.04,0.0,0.01,0.0,1.49,0.5,0.31,0.25,0.47,0.29,0.45,0.46,0.36,0.27,0.21,0.2,0.53,0.98,0.77,0.64,0.56,0.75,0.27,0.2,0.28,0.77,0.75,0.81,0.38,0.35,0.25,0.74,0.83,0.83,0.95,0.8,0.59,0.94,0.38,0.81,0.68,0.67,0.66,0.71,0.67,0.58,0.56,0.36,0.24,0.16
8ff827dd-3d6d-491b-8cd7-12b82c062696.Kinect,9/6/2018,0.08,0.01,1.02,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,1.37,1.5,0.21,1.31,0.07,0.29,0.24,0.35,0.21,0.55,0.23,0.6,0.55,0.77,0.88,0.63,0.74,0.91,0.53,0.6,0.28,0.87,0.92,0.47,0.35,0.53,0.7,0.67,0.88,0.99,0.56,0.56,0.46,0.88,0.38,0.56,0.67,0.67,0.64,0.84,0.65,0.9,0.31,0.34,0.35,0.44
a12f690b-eb09-4c47-a24d-2caf71fe54a2.Kinect,6/6/2018,0.62,0.01,1.0,1.09,0.6,0.5,0.02,0.0,0.0,0.0,0.46,1.01,0.01,0.01,0.0,0.62,0.35,0.26,0.35,0.81,0.78,0.76,0.77,0.51,0.96,0.21,0.64,0.1,0.19,0.79,0.75,0.37,0.23,0.19,0.47,0.16,0.34,0.48,0.28,0.52,0.49,0.96,0.11,0.46,0.28,0.4,0.45,0.67,0.76,0.64,0.56,0.66,0.59,0.56,0.97,0.97,0.54
007396ec-3463-4a05-915c-02244ff8d3de.Kinect,6/6/2018,0.61,1.08,0.41,0.8,0.7,0.95,0.37,0.0,0.0,0.01,0.03,0.01,0.0,0.02,0.01,0.63,0.87,0.66,0.74,0.58,0.38,0.48,0.39,0.51,0.38,0.21,0.64,0.1,0.36,0.38,0.41,0.86,0.23,0.39,0.47,0.88,0.46,0.53,0.65,0.47,0.42,0.55,0.13,0.46,0.49,0.44,0.45,0.68,0.67,0.64,0.55,0.65,0.6,0.32,0.81,0.78,0.15
b186acf2-bfa8-46f0-980e-576b9d6875b9.Kinect,6/1/2018,0.72,0.65,1.05,1.06,0.42,1.05,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.7,0.29,0.82,0.56,0.96,0.16,0.94,0.19,0.52,0.2,0.21,0.64,0.32,0.18,0.17,0.19,0.28,0.22,0.18,0.48,0.83,0.64,0.78,0.34,0.63,0.67,0.84,0.32,0.93,0.34,0.95,0.99,0.92,0.75,0.94,0.88,0.7,0.58,0.31,0.15,0.16,0.7
03c04b01-b868-4877-9f89-c4bc2fcc7514.Kinect,7/20/2018,0.85,0.01,1.2,1.27,0.06,0.01,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.86,0.28,0.5,0.54,0.8,0.83,0.29,0.7,0.52,0.17,0.22,0.65,0.13,0.18,0.84,0.72,0.28,0.21,0.19,0.47,0.19,0.34,0.26,0.3,0.3,0.33,0.55,0.09,0.47,0.36,0.38,0.45,0.77,0.66,0.64,0.58,0.65,0.58,0.34,0.96,0.96,0.49
a2c8ecfd-5b71-45b0-889f-539d94644fab.Kinect,9/27/2018,0.72,0.47,1.5,1.49,0.0,0.01,0.29,0.0,0.01,0.01,0.0,0.05,0.0,0.0,0.0,0.73,0.28,0.09,0.35,0.92,0.28,0.91,0.37,0.53,0.27,0.32,0.63,0.48,0.23,0.29,0.37,0.28,0.31,0.24,0.47,0.7,0.97,0.94,0.78,0.3,0.32,0.71,0.54,0.49,0.54,0.38,0.99,0.99,0.67,0.64,0.56,0.65,0.58,0.31,0.42,0.49,0.6
ff63b8a9-deb5-4179-b424-fd07d04ca37f.Kinect,6/13/2018,0.98,0.0,0.14,0.03,0.01,0.07,0.0,0.05,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.98,0.49,0.26,0.38,0.32,0.48,0.44,0.68,0.3,0.27,0.57,0.32,0.16,0.56,0.5,0.69,0.49,0.58,0.55,0.54,0.46,0.87,0.91,0.12,0.23,0.24,0.44,0.17,0.62,0.79,0.41,0.92,0.93,0.89,0.64,0.53,0.76,0.88,0.43,0.44,0.43,0.06
95b906cd-9953-4539-b2b9-8869261e39f4.Kinect,10/19/2018,0.7,0.01,1.5,1.43,0.0,0.15,0.52,0.0,0.23,0.0,0.01,0.01,0.0,0.01,0.0,0.67,0.95,0.97,0.47,0.87,0.89,0.53,0.79,0.54,0.71,0.21,0.65,0.47,0.39,0.87,0.8,0.94,0.22,0.37,0.49,0.44,0.68,0.68,0.78,0.28,0.33,0.54,0.09,0.94,0.29,0.44,0.85,0.67,0.66,0.65,0.57,0.66,0.58,0.32,0.92,0.94,0.76
029f7a21-f146-4952-9053-b4806c03c4dd.Kinect,10/15/2018,0.68,1.07,1.37,1.38,0.02,0.05,0.0,0.0,0.02,0.01,0.35,0.0,0.0,0.01,0.01,0.68,0.36,0.39,0.92,0.92,0.87,0.78,0.85,0.53,0.16,0.25,0.64,0.1,0.2,0.87,0.86,0.36,0.24,0.19,0.47,0.91,0.34,0.25,0.28,0.38,0.33,0.54,0.1,0.46,0.28,0.38,0.45,0.67,0.66,0.64,0.56,0.65,0.6,0.31,0.93,0.95,0.74
ef49ad90-0b6d-4d00-b007-bbc0ddee151d.Kinect,7/31/2018,0.74,0.88,1.37,1.37,0.14,0.29,0.0,0.02,0.02,0.01,0.02,0.0,0.0,0.01,0.0,0.73,0.36,0.09,0.93,0.62,0.86,0.44,0.89,0.52,0.7,0.22,0.62,0.45,0.18,0.84,0.89,0.37,0.21,0.18,0.48,0.85,0.34,0.25,0.28,0.29,0.46,0.78,0.76,0.9,0.75,0.38,0.46,0.68,0.86,0.64,0.55,0.75,0.58,0.76,0.92,0.9,0.74
c6584365-bbd1-44a0-bae4-2c32afae8aa2.Kinect,7/24/2018,0.82,0.25,0.0,0.0,0.02,0.85,0.32,0.02,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.81,0.28,0.59,0.35,0.23,0.16,0.37,0.54,0.53,0.81,0.43,0.77,0.91,0.51,0.16,0.54,0.29,0.46,0.54,0.47,0.74,0.34,0.25,0.78,0.3,0.32,0.89,0.12,0.46,0.3,0.74,0.45,0.67,0.66,0.88,0.87,0.79,0.66,0.31,0.16,0.15,0.21
f81d5042-762a-4461-a75e-3fa3593a5ed1.Kinect,9/25/2018,0.75,0.0,1.42,1.37,1.11,0.16,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.76,0.67,0.76,0.35,0.72,0.59,0.14,0.61,0.73,0.33,0.62,0.63,0.17,0.53,0.61,0.62,0.66,0.61,0.52,0.48,0.32,0.78,0.77,0.28,0.3,0.33,0.57,0.17,0.56,0.56,0.66,0.44,0.68,0.66,0.65,0.71,0.66,0.58,0.61,0.76,0.78,0.3
32e908fe-3ac1-4ad1-8047-a44f21c00a2c.Kinect,7/17/2018,0.09,0.02,0.05,0.35,1.1,1.48,1.5,1.49,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.06,0.97,0.96,0.98,0.64,0.37,1.0,0.43,0.95,0.92,0.67,0.84,0.82,0.7,0.38,0.41,0.97,0.67,0.7,0.98,0.25,0.65,0.76,1.0,0.74,0.68,0.9,0.75,0.77,0.56,0.84,0.57,0.68,0.66,1.0,0.59,0.65,0.58,0.83,0.46,0.78,0.94
a5a8e1ed-faf4-46b2-8926-7df848b9041b.Kinect,9/26/2018,0.87,0.0,1.07,1.12,0.0,0.08,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.88,0.29,0.09,0.45,0.89,0.17,0.78,0.53,0.5,0.5,0.26,0.7,0.54,0.23,0.17,0.51,0.3,0.26,0.23,0.47,0.17,0.34,0.25,0.53,0.32,0.32,0.64,0.3,0.48,0.56,0.45,0.96,0.81,0.66,0.65,0.56,0.65,0.59,0.31,0.23,0.22,0.18
6675f9c8-b75c-4033-bb79-80fa416fca6d.Kinect,7/5/2018,0.28,1.5,1.4,1.48,0.37,1.26,1.12,0.03,0.08,0.01,0.32,0.01,0.0,0.0,0.01,0.28,0.97,0.98,0.64,0.96,0.51,0.98,0.48,0.53,0.61,0.21,0.97,0.5,0.18,0.49,0.5,0.98,0.21,0.18,0.78,1.0,0.92,0.99,0.92,0.71,0.78,0.54,0.09,0.54,0.56,1.0,1.0,1.0,0.66,0.65,0.85,0.65,0.58,0.56,0.15,0.15,0.97
7fbeccbb-41df-4539-a4be-e0d1bb96c57b.Kinect,7/10/2018,0.66,0.0,1.43,0.38,1.49,1.5,0.0,0.0,0.22,0.03,0.0,0.0,0.01,0.02,0.0,0.64,0.98,0.95,0.8,0.94,0.4,0.51,0.44,0.87,0.92,0.84,0.84,0.96,0.86,0.42,0.44,1.0,0.84,0.84,0.98,0.17,0.64,0.47,0.37,0.55,0.32,0.55,0.84,0.62,0.4,0.72,0.47,0.68,0.66,0.65,0.66,0.65,0.72,0.87,0.28,0.33,0.76
8ff827dd-3d6d-491b-8cd7-12b82c062696.Kinect,9/6/2018,0.06,0.01,0.99,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.5,0.19,1.3,0.07,0.28,0.24,0.35,0.22,0.54,0.25,0.58,0.52,0.75,0.85,0.63,0.74,0.92,0.53,0.61,0.28,0.85,0.93,0.47,0.37,0.54,0.7,0.67,0.88,1.0,0.54,0.54,0.46,0.9,0.38,0.55,0.67,0.66,0.66,0.83,0.65,0.88,0.31,0.32,0.35,0.46
83107ec4-1ae2-4a0c-b4df-7511dfc790d4.Kinect,10/18/2018,0.8,0.12,1.47,1.29,0.04,0.33,0.01,0.01,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.78,0.58,0.58,0.7,0.81,0.97,0.42,0.77,0.53,0.16,0.22,0.64,0.23,0.18,0.99,0.77,0.56,0.21,0.18,0.48,0.71,0.35,0.25,0.29,0.31,0.31,0.53,0.1,0.46,0.28,0.38,0.46,0.67,0.67,0.64,0.69,0.73,0.58,0.31,0.9,0.91,0.62
86989f7c-c48e-4571-ab43-adf62f3accbc.Kinect,8/13/2018,0.31,0.77,1.41,1.5,0.0,1.44,0.56,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.56,0.28,0.65,0.49,0.32,0.79,0.37,0.86,0.42,0.49,0.64,0.5,0.51,0.31,0.37,0.54,0.5,0.53,0.94,0.74,0.71,0.73,0.82,0.5,0.32,0.56,0.61,0.46,0.45,0.58,0.75,0.83,0.75,0.64,0.8,0.78,0.76,0.62,1.0,0.98,0.35
fd0f95c5-adfa-4b97-8052-029318b71e12.Kinect,8/20/2018,0.61,1.11,0.38,0.69,0.0,0.0,0.95,0.09,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.62,0.62,0.41,0.35,0.42,0.18,0.26,0.21,0.53,0.16,0.29,0.66,0.31,0.33,0.16,0.2,0.62,0.3,0.32,0.47,0.92,0.67,0.76,0.87,0.47,0.34,0.53,0.48,0.47,0.44,0.54,0.44,0.67,0.67,0.64,0.54,0.65,0.58,0.76,0.24,0.25,0.14
66c535b1-10c5-4b83-a7c1-1a0f922a54fa.Kinect,10/8/2018,0.77,0.85,1.18,1.18,0.03,0.16,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.78,0.47,0.43,0.84,0.85,0.82,0.59,0.79,0.51,0.17,0.22,0.62,0.1,0.18,0.83,0.8,0.47,0.21,0.18,0.48,0.86,0.41,0.26,0.33,0.32,0.34,0.54,0.09,0.47,0.29,0.38,0.44,0.67,0.68,0.64,0.55,0.65,0.58,0.31,0.49,0.5,0.56
48276382-2bcc-43d6-b800-84fd08cfa523.Kinect,6/8/2018,0.59,1.16,0.0,0.04,0.01,0.12,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.6,0.73,0.58,0.95,0.67,0.16,0.56,0.19,0.89,0.16,0.48,0.94,0.27,0.56,0.17,0.19,0.71,0.49,0.55,0.77,0.93,0.34,0.25,0.29,0.32,0.32,0.55,0.09,0.46,0.28,1.0,0.44,0.67,0.67,0.64,0.77,0.67,0.58,0.31,0.56,0.57,0.47
86fa7457-1c13-45bc-b378-6fad403cfbfe.Kinect,7/11/2018,0.62,0.76,1.43,1.34,0.61,0.53,0.0,0.0,0.45,0.0,0.0,0.0,0.01,0.0,0.0,0.63,0.97,0.76,0.68,0.69,0.58,0.78,0.54,0.51,0.66,0.66,0.66,0.1,0.44,0.59,0.52,0.97,0.67,0.45,0.47,0.83,0.72,0.64,0.32,0.98,0.76,0.56,0.12,0.93,0.36,0.85,0.44,0.85,0.66,0.64,0.56,0.79,0.98,0.33,0.55,0.38,0.68
3bc52aa1-3187-4cd5-a446-2542d0a0fe3d.Kinect,5/31/2018,0.76,0.01,0.38,1.26,0.69,0.94,0.0,0.01,0.0,0.09,0.0,0.0,0.08,0.0,0.0,0.76,0.86,0.94,0.35,0.19,0.18,0.56,0.49,0.53,0.54,0.77,0.64,0.13,0.85,0.21,0.49,0.88,0.77,0.84,0.55,0.16,0.41,0.25,0.61,0.34,0.47,0.55,0.36,0.85,0.91,0.72,0.45,0.67,0.7,0.64,0.69,0.93,0.97,0.73,0.17,0.19,0.28
dc07698a-dbdb-4315-800d-67e956448273.Kinect,7/20/2018,0.74,0.45,1.08,1.18,0.87,0.97,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.74,0.49,0.09,0.72,0.91,0.83,0.82,0.74,0.51,0.17,0.23,0.65,0.1,0.18,0.82,0.77,0.5,0.22,0.18,0.47,0.8,0.34,0.25,0.28,0.3,0.33,0.55,0.59,0.57,0.6,0.39,0.44,0.86,0.66,0.65,0.54,0.65,0.58,0.32,0.98,1.0,0.72
0bf90836-e4d6-4669-bd92-8a670045b036.Kinect,9/11/2018,0.75,0.0,0.0,0.13,0.06,0.28,1.08,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.73,0.53,0.74,0.43,0.59,0.17,0.47,0.19,0.52,0.35,0.55,0.64,0.8,0.46,0.17,0.22,0.52,0.55,0.46,0.81,0.16,0.52,0.66,0.94,0.44,0.32,0.9,0.58,0.46,0.29,0.88,0.52,0.67,0.85,0.98,0.93,0.65,0.58,0.91,0.26,0.26,0.53
