ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises,AimoScore,No_1_Angle_Deviation,No_2_Angle_Deviation,No_3_Angle_Deviation,No_4_Angle_Deviation,No_5_Angle_Deviation,No_6_Angle_Deviation,No_7_Angle_Deviation,No_8_Angle_Deviation,No_9_Angle_Deviation,No_10_Angle_Deviation,No_11_Angle_Deviation,No_12_Angle_Deviation,No_13_Angle_Deviation,No_1_NASM_Deviation,No_2_NASM_Deviation,No_3_NASM_Deviation,No_4_NASM_Deviation,No_5_NASM_Deviation,No_6_NASM_Deviation,No_7_NASM_Deviation,No_8_NASM_Deviation,No_9_NASM_Deviation,No_10_NASM_Deviation,No_11_NASM_Deviation,No_12_NASM_Deviation,No_13_NASM_Deviation,No_14_NASM_Deviation,No_15_NASM_Deviation,No_16_NASM_Deviation,No_17_NASM_Deviation,No_18_NASM_Deviation,No_19_NASM_Deviation,No_20_NASM_Deviation,No_21_NASM_Deviation,No_22_NASM_Deviation,No_23_NASM_Deviation,No_24_NASM_Deviation,No_25_NASM_Deviation,No_1_Time_Deviation,No_2_Time_Deviation,EstimatedScore
db11a143-f715-4234-b5da-0979c9207447.Kinect,10/16/2018,0.83,0.24,1.36,1.3,0.03,0.19,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.83,0.35,0.16,0.83,0.61,0.86,0.3,0.81,0.51,0.16,0.21,0.62,0.1,0.18,0.84,0.81,0.35,0.21,0.19,0.48,0.73,0.35,0.26,0.27,0.4,0.32,0.55,0.1,0.46,0.29,0.38,0.44,0.67,0.66,0.65,0.57,0.65,0.58,0.32,0.41,0.43,0.53
e1bcc026-3b2b-4fc8-9db2-770c6b914322.Kinect,10/24/2018,0.45,1.5,1.33,1.32,0.0,0.0,1.1,0.0,0.02,0.0,0.15,0.01,0.01,0.0,0.0,0.46,0.92,1.0,0.61,0.19,0.85,0.14,0.87,0.84,0.16,0.22,0.63,0.11,0.38,0.85,0.86,0.94,0.21,0.39,0.47,1.0,0.59,0.57,0.81,0.51,0.7,0.53,0.54,0.76,0.33,0.9,0.53,0.67,0.71,0.91,0.85,0.89,0.84,0.4,0.36,0.41,0.92
dc07698a-dbdb-4315-800d-67e956448273.Kinect,7/20/2018,0.73,0.46,1.1,1.2,0.88,0.99,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.76,0.49,0.1,0.71,0.9,0.82,0.82,0.75,0.51,0.18,0.23,0.66,0.1,0.19,0.82,0.76,0.48,0.22,0.18,0.47,0.78,0.34,0.25,0.29,0.31,0.32,0.54,0.6,0.59,0.59,0.38,0.44,0.86,0.66,0.65,0.55,0.65,0.58,0.31,0.99,0.99,0.71
92c45dbe-4a00-4c66-9476-25cbd72d5da8.Kinect,9/26/2018,0.85,0.0,1.5,1.47,0.0,0.06,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.85,0.29,0.1,0.36,0.2,0.66,0.14,0.54,0.53,0.84,0.34,0.63,0.2,0.28,0.65,0.52,0.29,0.33,0.31,0.47,0.29,0.81,0.79,0.54,0.31,0.31,0.79,0.45,0.72,0.56,0.38,0.45,0.68,0.67,0.64,0.56,0.65,0.58,0.41,0.43,0.45,0.23
554df7ba-f362-411f-9a9d-0dcf2bb007ae.Kinect,5/10/2018,0.68,1.0,1.46,1.11,0.13,0.18,0.07,0.0,0.0,0.01,0.2,0.02,0.0,0.01,0.0,0.68,0.64,0.39,0.73,0.99,0.78,0.89,0.84,0.58,0.17,0.21,0.63,0.71,0.18,0.77,0.86,0.65,0.22,0.18,0.47,0.87,0.84,0.77,0.71,0.54,0.48,0.52,0.1,0.94,0.28,0.79,0.9,0.91,0.66,0.97,0.73,0.66,0.58,0.42,0.15,0.16,0.89
9c3acef5-fe6e-407e-9745-28c0678462e6.Kinect,6/5/2018,0.71,0.01,0.76,0.69,1.03,1.48,0.0,0.0,0.24,0.0,0.0,0.09,0.0,0.01,0.02,0.72,0.86,0.97,0.81,0.38,0.4,0.9,0.44,0.7,0.91,0.56,0.9,0.78,0.52,0.42,0.44,0.85,0.57,0.52,0.83,0.42,0.38,0.25,0.43,0.54,0.63,0.94,0.6,0.47,0.29,0.68,0.47,0.68,0.67,0.65,0.55,0.65,0.59,0.31,0.16,0.15,0.35
87df6058-4245-4491-b3f8-8952b857e63c.Kinect,7/16/2018,0.57,1.33,1.27,1.37,1.1,0.6,0.0,0.31,0.17,0.0,0.0,0.0,0.01,0.0,0.01,0.55,0.36,0.38,0.89,0.46,0.43,0.29,0.54,0.75,0.88,0.55,0.63,0.1,0.48,0.42,0.55,0.33,0.53,0.48,0.47,0.94,0.75,0.73,0.31,0.72,0.7,0.95,0.61,0.98,0.62,0.81,0.47,0.67,0.85,0.64,0.55,0.74,0.8,0.5,0.16,0.15,0.47
ad599f06-5820-408a-8930-6897898d18b8.Kinect,8/25/2018,0.1,0.0,1.02,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,1.36,1.5,0.22,1.31,0.08,0.29,0.33,0.35,0.2,0.54,0.29,0.59,0.52,0.85,0.82,0.72,0.74,0.9,0.57,0.59,0.28,0.83,0.89,0.47,0.45,0.52,0.7,0.69,0.87,0.98,0.53,0.45,0.54,0.92,0.39,0.57,0.68,0.66,0.64,0.91,0.65,0.91,0.31,0.34,0.33,0.47
48d75aec-375c-4f65-b000-df817ed10a57.Kinect,9/11/2018,0.64,1.17,1.5,1.5,0.57,0.77,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.63,0.93,0.84,0.49,0.95,0.99,0.93,0.97,0.83,0.23,0.21,0.63,0.53,0.19,0.99,1.0,0.94,0.21,0.18,0.47,0.91,0.98,0.97,0.29,0.3,0.33,1.0,0.95,0.91,0.3,1.0,1.0,0.68,0.96,1.0,1.0,0.99,0.95,0.59,0.16,0.46,1.0
9038af51-6b88-4869-8a68-fc6ce359fe2f.Kinect,7/11/2018,0.04,1.07,1.5,1.5,0.72,1.38,1.02,1.5,0.01,0.01,0.34,0.0,0.0,0.0,0.0,0.03,0.94,0.58,0.58,0.84,0.84,0.94,0.96,0.88,0.61,0.7,0.8,0.39,0.81,0.84,0.96,0.94,0.71,0.8,0.47,0.7,0.87,0.91,0.84,0.67,0.72,0.53,0.69,0.46,0.65,0.86,0.74,0.91,0.66,0.64,0.55,0.66,0.7,0.87,0.25,0.27,0.93
6a890952-dc19-4293-b5cd-4ca77e406917.Kinect,8/24/2018,0.07,0.01,0.88,0.01,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.33,1.5,1.2,1.21,0.05,0.32,0.36,0.6,0.44,0.99,0.86,0.98,0.7,0.41,0.89,0.62,0.98,0.93,0.96,0.96,0.36,0.88,0.93,0.47,0.16,0.52,0.65,0.54,0.97,0.98,0.55,0.89,0.49,0.63,0.39,0.44,0.68,0.66,0.65,0.8,0.65,0.95,0.52,0.64,0.71,0.92
9d7bc098-9776-40df-85c7-04e9c9bb268c.Kinect,9/26/2018,0.92,0.0,0.02,0.29,0.0,0.16,0.01,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.92,0.28,0.54,0.49,0.26,0.16,0.21,0.22,0.53,0.32,0.23,0.64,0.52,0.18,0.16,0.21,0.29,0.24,0.22,0.47,0.45,0.34,0.25,0.3,0.3,0.33,0.53,0.65,0.47,0.28,0.55,0.45,0.67,0.66,0.71,0.54,0.65,0.88,0.6,0.55,0.54,0.02
ea4797c2-ac59-4ffe-8184-bd243debaab7.Kinect,8/23/2018,0.68,0.02,1.29,1.34,0.0,0.0,0.16,0.0,0.0,0.02,0.7,0.0,0.0,0.0,0.0,0.7,0.29,0.1,0.35,0.2,0.17,0.16,0.26,0.53,0.28,0.21,0.64,0.37,0.33,0.16,0.26,0.29,0.22,0.33,0.48,0.22,0.78,0.77,0.73,0.32,0.31,0.76,0.79,0.46,0.29,0.75,0.87,0.67,0.67,0.87,0.74,0.89,0.82,0.4,0.56,0.58,0.18
83c2aee6-3d7f-4f2d-8032-6bdef25a7d2f.Kinect,10/5/2018,0.81,0.2,1.5,1.5,0.01,0.0,0.0,0.01,0.01,0.0,0.09,0.02,0.0,0.0,0.01,0.81,0.81,0.68,0.35,0.92,0.45,0.78,0.6,0.53,0.16,0.62,0.63,0.1,0.18,0.41,0.59,0.82,0.62,0.18,0.93,0.62,1.0,0.99,0.28,0.35,0.31,0.55,0.6,0.63,0.65,0.38,0.99,0.67,0.97,0.94,0.87,0.65,0.72,0.31,0.86,0.74,0.8
1603dedb-1a36-43ae-ab97-1a393edd030a.Kinect,6/20/2018,0.51,0.0,1.44,1.48,1.04,1.16,0.12,0.0,0.01,0.0,0.9,0.0,0.0,0.0,0.0,0.52,0.47,0.31,0.35,0.44,0.26,0.49,0.24,0.6,0.16,0.44,0.65,0.17,0.36,0.24,0.25,0.46,0.44,0.33,0.47,0.16,0.92,0.94,0.69,0.3,0.33,0.54,0.73,0.46,0.35,0.62,0.96,0.84,0.84,0.82,0.75,0.86,0.58,0.52,1.0,0.99,0.43
284dde88-d164-4b6c-8368-b61d7dbc455b.Kinect,10/11/2018,0.83,0.1,1.35,1.24,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.0,0.85,0.91,0.95,0.56,0.48,0.78,0.2,0.79,0.51,0.16,0.21,0.64,0.18,0.18,0.78,0.79,0.91,0.22,0.18,0.48,0.66,0.63,0.35,0.3,0.33,0.32,0.53,0.22,0.77,0.48,0.38,0.82,0.85,0.66,0.64,0.55,0.65,0.59,0.32,0.92,0.95,0.61
f1ea9eb5-b8f6-428e-9e65-72700037b4db.Kinect,10/19/2018,0.76,0.21,1.5,1.5,0.47,0.51,0.0,0.01,0.0,0.01,0.09,0.01,0.0,0.01,0.0,0.77,0.3,0.09,0.57,0.98,1.0,0.86,0.95,0.53,0.39,0.22,0.64,0.1,0.2,1.0,0.96,0.33,0.21,0.18,0.47,0.69,0.66,0.62,0.29,0.32,0.32,0.54,0.14,0.6,0.29,0.38,0.94,0.91,0.66,0.64,0.56,0.65,0.59,0.31,0.79,0.74,0.78
4d67d7c5-4c12-4d8f-b3d5-369b1c348421.Kinect,5/10/2018,0.6,0.01,0.99,0.2,0.0,0.17,0.12,0.0,1.09,0.13,0.11,0.01,0.0,0.01,0.0,0.62,0.52,0.42,0.78,0.7,0.17,0.28,0.2,0.59,0.16,0.22,0.85,0.45,0.18,0.18,0.2,0.51,0.21,0.18,0.86,0.31,0.65,0.51,0.74,0.47,0.52,0.53,0.91,0.46,0.92,0.69,0.44,0.67,0.66,0.98,0.95,0.95,0.67,0.76,0.41,0.49,0.5
cb6419b5-04e8-47a3-8d12-6ac5b54831a6.Kinect,5/21/2018,0.68,0.01,1.05,0.47,0.53,1.47,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.67,0.84,0.94,0.35,0.23,0.46,0.94,0.24,0.53,0.61,0.34,0.79,0.52,0.43,0.46,0.26,0.83,0.29,0.44,1.0,0.31,0.68,0.31,0.28,0.47,0.47,0.81,0.42,0.76,0.52,0.7,0.44,0.79,0.8,0.64,0.64,0.85,0.71,0.55,0.86,0.87,0.46
86ceb548-234e-48ec-b3f5-15d80d5ce777.Kinect,9/7/2018,0.08,0.0,1.03,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.0,1.35,1.49,0.22,1.3,0.07,0.28,0.32,0.35,0.19,0.54,0.31,0.59,0.51,0.86,0.81,0.72,0.75,0.88,0.54,0.6,0.28,0.83,0.91,0.47,0.42,0.55,0.66,0.68,0.85,0.98,0.55,0.44,0.52,0.94,0.38,0.57,0.68,0.67,0.68,0.91,0.65,0.91,0.31,0.3,0.34,0.48
b7a5d723-2db1-495d-88db-8b99fa360ef0.Kinect,9/4/2018,0.74,0.0,1.5,1.48,0.0,0.07,0.0,0.0,0.02,0.0,0.48,0.0,0.01,0.01,0.02,0.75,0.3,0.7,0.35,0.74,0.18,0.59,0.31,0.67,0.28,0.21,0.65,0.24,0.18,0.16,0.3,0.29,0.21,0.18,0.48,0.34,0.86,0.91,0.27,0.32,0.32,0.55,0.17,0.46,0.37,0.39,0.57,0.67,0.66,0.67,0.57,0.65,0.58,0.68,0.15,0.15,0.1
86fa7457-1c13-45bc-b378-6fad403cfbfe.Kinect,7/11/2018,0.64,0.78,1.43,1.34,0.6,0.53,0.0,0.01,0.44,0.0,0.0,0.01,0.02,0.0,0.0,0.63,0.97,0.76,0.68,0.67,0.58,0.78,0.54,0.53,0.65,0.65,0.64,0.1,0.43,0.58,0.54,0.97,0.66,0.44,0.48,0.84,0.74,0.67,0.34,0.98,0.78,0.56,0.1,0.93,0.36,0.85,0.44,0.89,0.68,0.64,0.56,0.82,0.97,0.33,0.52,0.38,0.67
9d4b3217-71d5-4954-828e-06668d2fd36d.Kinect,5/30/2018,0.96,0.0,0.15,0.37,0.11,0.19,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.94,0.28,0.57,0.35,0.19,0.16,0.15,0.23,0.52,0.61,0.68,0.64,0.32,0.64,0.16,0.21,0.28,0.7,0.64,0.66,0.37,0.36,0.25,0.29,0.32,0.32,0.56,0.13,0.77,0.77,0.51,0.45,0.67,0.66,0.64,0.56,0.65,0.85,0.37,0.15,0.15,0.0
a2ee92c0-befd-44f5-a523-295435ef8262.Kinect,9/26/2018,0.7,0.31,1.26,1.5,0.0,0.95,0.16,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.71,0.89,0.73,0.44,0.38,0.59,0.93,0.49,0.53,0.7,0.54,0.91,0.94,0.65,0.58,0.49,0.91,0.55,0.63,0.91,0.66,0.83,0.95,0.71,0.73,0.79,0.79,0.86,0.93,0.83,0.38,0.44,0.94,0.71,0.64,0.56,0.67,0.58,0.96,0.73,0.77,0.74
915b61b4-5a0e-4b34-bb33-7eb9cc89ecaf.Kinect,6/11/2018,0.77,0.01,1.49,1.5,0.02,0.21,0.0,0.0,0.0,0.01,0.32,0.0,0.02,0.0,0.02,0.76,0.9,0.09,0.35,1.0,0.79,0.95,0.88,0.53,0.16,0.21,0.63,1.0,0.19,0.78,0.87,0.9,0.22,0.18,0.49,0.17,0.96,0.88,0.29,0.31,0.3,0.53,0.71,0.52,0.86,0.84,1.0,0.67,0.66,0.95,0.77,0.95,0.59,0.79,0.32,0.51,0.99
0003cdcc-86ed-494a-a3b5-90d09e96e06b.Kinect,8/23/2018,0.32,0.0,0.0,0.03,0.83,1.5,0.02,0.0,0.0,0.0,0.0,1.32,0.0,0.64,0.06,0.32,0.54,0.82,0.35,0.39,0.3,0.94,0.28,0.52,0.45,0.21,0.84,0.45,0.18,0.31,0.26,0.55,0.21,0.18,0.76,0.21,0.42,0.3,0.42,0.74,0.59,0.83,0.83,0.46,0.66,0.73,0.59,0.83,0.66,0.64,0.58,0.65,0.6,0.57,0.83,0.82,0.21
695c7dcf-7557-4743-bd75-219313e63388.Kinect,7/27/2018,0.51,0.03,0.52,0.0,0.29,0.74,0.02,1.5,0.0,0.0,0.02,0.31,0.01,0.01,0.0,0.49,0.36,0.56,0.55,0.73,0.5,0.74,0.52,0.88,0.16,0.59,0.63,0.4,0.72,0.52,0.51,0.34,0.58,0.72,0.9,0.16,0.7,0.48,0.67,0.71,0.74,0.81,0.44,0.86,0.62,0.99,0.49,0.67,0.73,0.64,0.55,0.65,0.88,0.88,0.67,0.77,0.59
8dbc2210-e756-4c9c-9770-5d5755ecfb04.Kinect,7/18/2018,0.68,0.01,0.1,0.28,0.2,0.62,1.17,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.66,0.28,0.67,0.6,0.49,0.18,0.53,0.19,0.93,0.81,0.62,0.99,0.96,0.77,0.19,0.19,0.28,0.62,0.77,0.75,0.17,0.68,0.71,0.96,0.78,0.81,0.87,0.19,0.46,0.54,0.88,0.44,0.67,0.67,0.9,0.97,0.65,0.78,0.36,0.16,0.15,0.57
a9ad768b-b7d6-41e2-91de-a03a4f742bc6.Kinect,5/9/2018,0.85,0.0,1.44,1.5,0.11,0.02,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.85,0.33,0.55,0.6,0.19,0.66,0.43,0.68,0.85,0.94,0.39,0.64,0.98,0.2,0.64,0.68,0.35,0.4,0.19,0.48,0.16,0.44,0.57,0.29,0.7,0.48,0.55,0.51,0.46,0.45,0.39,0.48,0.67,0.66,0.64,0.55,0.66,0.68,0.74,0.51,0.15,0.37
baa6f062-41b6-4c77-9379-78f28b8d1ecd.Kinect,8/25/2018,0.07,0.0,1.01,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,1.35,1.5,0.22,1.31,0.09,0.28,0.28,0.35,0.2,0.54,0.29,0.57,0.52,0.83,0.81,0.73,0.75,0.89,0.54,0.57,0.28,0.82,0.88,0.48,0.37,0.53,0.67,0.69,0.84,0.98,0.56,0.46,0.53,0.93,0.38,0.56,0.67,0.66,0.64,0.9,0.65,0.9,0.32,0.44,0.24,0.47
caecbd15-910d-4af3-a182-d98ced29975a.Kinect,8/15/2018,0.41,0.0,1.08,0.12,0.01,0.42,0.0,0.0,0.0,0.01,0.01,0.02,1.5,0.01,0.36,0.4,0.28,0.14,0.35,0.35,0.91,0.66,0.9,0.53,0.55,0.91,0.64,0.88,0.93,0.91,0.92,0.29,0.9,0.92,0.61,0.57,0.34,0.36,0.35,0.88,0.98,0.54,0.23,0.47,0.91,0.39,0.45,0.67,0.66,0.88,0.95,0.81,0.58,0.86,0.62,0.74,0.87
67098ae8-77bc-41d6-b372-6a5a55392adf.Kinect,9/6/2018,0.45,0.34,0.73,0.34,0.03,0.53,0.99,1.05,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.43,0.65,0.45,0.67,0.49,0.21,0.57,0.27,0.69,0.16,0.49,0.65,0.1,0.52,0.21,0.26,0.66,0.49,0.51,0.94,0.74,0.62,0.66,0.88,0.59,0.53,0.55,0.49,0.48,0.28,0.9,0.44,0.67,0.67,0.64,0.56,0.65,0.63,0.62,0.87,0.89,0.35
fe652393-bda2-4547-a64e-f9626f4a0907.Kinect,10/22/2018,0.62,0.04,1.39,1.5,0.01,0.07,0.0,0.0,0.01,0.02,0.77,1.14,0.0,0.0,0.01,0.62,0.92,0.78,0.96,0.45,0.41,0.2,0.67,0.51,0.7,0.58,0.61,0.68,0.18,0.39,0.71,0.92,0.57,0.18,0.47,0.62,0.39,0.3,0.84,0.73,0.34,0.66,0.85,0.89,0.38,0.38,0.64,0.68,0.66,0.65,0.66,0.83,0.96,0.59,0.15,0.21,0.44
cbd4ce3a-a469-481c-bc7c-45add3295ac3.Kinect,8/21/2018,0.91,0.01,0.64,0.3,0.01,0.21,0.01,0.1,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.89,0.28,0.24,0.35,0.21,0.58,0.79,0.69,0.52,0.29,0.71,0.65,0.29,0.45,0.56,0.7,0.29,0.71,0.46,0.47,0.35,0.34,0.26,0.28,0.37,0.32,0.56,0.14,0.82,0.58,0.46,0.44,0.67,0.69,0.65,0.54,0.76,0.59,0.31,0.33,0.48,0.21
5b9c8017-bbb7-4a24-9ea8-6bf2e705465f.Kinect,6/20/2018,0.81,0.01,1.34,1.28,0.01,0.01,0.0,0.0,0.02,0.0,0.32,0.01,0.01,0.0,0.01,0.82,0.48,0.12,0.4,0.19,0.76,0.41,0.56,0.6,0.16,0.22,0.63,0.26,0.18,0.75,0.56,0.48,0.21,0.18,0.47,0.16,0.49,0.25,0.41,0.32,0.31,0.55,0.81,0.47,0.29,0.39,0.47,0.69,0.66,0.73,0.56,0.71,0.63,0.8,0.15,0.15,0.34
cbd4ce3a-a469-481c-bc7c-45add3295ac3.Kinect,8/21/2018,0.89,0.0,0.62,0.3,0.0,0.21,0.0,0.08,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.9,0.29,0.27,0.35,0.22,0.57,0.81,0.7,0.52,0.27,0.71,0.63,0.32,0.43,0.58,0.68,0.28,0.7,0.45,0.47,0.35,0.34,0.25,0.28,0.4,0.31,0.55,0.15,0.82,0.58,0.46,0.44,0.68,0.68,0.64,0.55,0.76,0.6,0.31,0.36,0.5,0.2
33c9902a-9fd7-4f69-89eb-33aaf9246737.Kinect,8/24/2018,0.47,0.0,0.38,0.01,0.0,0.5,0.01,0.01,0.01,0.0,0.0,0.51,1.48,0.11,0.35,0.46,0.78,0.64,0.35,0.75,0.17,0.71,0.49,0.64,0.36,0.47,0.62,0.78,0.42,0.17,0.51,0.75,0.48,0.44,0.85,0.18,0.34,0.25,0.5,0.47,0.8,1.0,0.37,0.93,0.91,0.38,0.44,0.67,0.66,0.89,0.97,0.92,0.67,0.31,0.18,0.29,0.36
